ActivityNumber,District,Neighborhood,OccurenceStartDate,OccurenceEndDate,ReportDate,OccurenceLocation,OccurenceCity,OccurenceZipCode,X_Coord,Y_Coord,PrimaryViolation,Injury
2008-0052522,Northwest,North Highlands,9/29/2008 21:30,9/30/2008 08:30,10/1/2008 11:27,6500 Block of Thomas Dr,North Highlands,95660,6739890.0264,2012738.3842,PC 459 Burglary,
2008-0052515,Central,Countryside Central,9/22/2008 00:00,9/22/2008 00:00,10/1/2008 11:30,8100 Block of Northern Oak Cir,Sacramento,95828,6735608.95532,1931013.39832,PC 484G Thft:Use Access Card Data,
2008-0052518,Northwest,Foothill Farms NW,9/4/2008 09:00,10/1/2008 11:00,10/1/2008 11:40,4600 Block of Oak Ford Way,Sacramento,95842,6745482.2921,2009189.016,PC 488 Petty Theft,
2008-0052517,Central,Vintage Park Churchill Downs,8/29/2008 15:00,8/29/2008 16:00,10/1/2008 11:49,9100 Block of Hemsworth Way,Sacramento,95829,6744612.61578,1932920.32428,PC 532(A) Obtain Money/Etc By False Pretenses [Over $400],
2008-0052525,Rancho Cordova,Gold River,8/22/2008 21:39,8/22/2008 22:10,10/1/2008 11:55,2100 Block of Golden Centre Ln,Rancho Cordova,95670,6771848.73108,1990614.87109,PC 488 Petty Theft,
2008-0052640,Rancho Cordova,Rosemont Junction,10/1/2008 19:47,10/1/2008 19:47,10/1/2008 11:59,9500 Block of Helio Dr,Sacramento,95827,6749724.0404,1962537.2513,PC 247(B) Shoot At Unoccupied Dwelling/Vehicle/Etc,
2008-0052543,Rancho Cordova,Cordova Vineyards,10/1/2008 11:05,10/1/2008 11:45,10/1/2008 12:05,10600 Block of Folsom Blvd,Rancho Cordova,95670,6764234.6199,1979625.2984,PC 488 Petty Theft,
2008-0052526,Northwest,Foothill Farms NW,9/30/2008 18:00,10/1/2008 06:00,10/1/2008 12:10,5000 Block of Earlcort Cir,Sacramento,95842,6748176.054,2015661.8845,PC 459 Burglary,
2008-0052528,Central,Florin Town,9/23/2008 00:00,9/23/2008 00:00,10/1/2008 12:15,7500 Block of Diamond Ranch Dr,Sacramento,95829,6750397.93848,1938204.37732,PC 530.5(A) Obtain Credit/Etc:Use Others Id,
2008-0052527,Rancho Cordova,Cordova Vineyards,10/1/2008 11:00,10/1/2008 12:16,10/1/2008 12:16,Coloma Rd & Chase Dr,Rancho Cordova,95670,6760328.49998,1979658.1248,VC 23152(A) Dui Alcohol/Drugs,
2008-0052534,North,Pershing,9/30/2008 20:30,9/30/2008 21:15,10/1/2008 12:25,8600 Block of Greenback Ln,Orangevale,95662,6779704.9683,2009511.4356,PC 459 Burglary,
2008-0052548,North Central,Bellview,4/18/2008 00:00,9/30/2008 00:00,10/1/2008 12:25,2700 Block of Wright St,Sacramento,95821,6731478.9425,1986306.8704,PC 484G Thft:Use Access Card Data,
2008-0052529,Rancho Cordova,Cordova Gardens,9/11/2008 09:00,9/11/2008 13:00,10/1/2008 12:27,2300 Block of Dawes St,Rancho Cordova,95670,6759184.8969,1980057.2492,PC 459 Burglary,
2008-0052530,Northwest,Maric College,9/20/2008 20:00,9/21/2008 22:00,10/1/2008 12:27,3700 Block of Lenore Way,North Highlands,95660,6739666.6637,2002237.3135,PC 484G(A) Fraudulent Use Credit Card,
2008-0052531,Northwest,North Highlands,9/30/2008 06:00,10/1/2008 12:30,10/1/2008 12:30,3600 Block of Cummings Way,North Highlands,95660,6738887.122,2015563.3909,PC 484G Thft:Use Access Card Data,
2008-0052521,North Central,Sierra Woodside,9/28/2008 21:00,9/28/2008 21:00,10/1/2008 12:40,2500 Block of Fair Oaks Blvd,Sacramento,95825,6732568.773,1971609.7547,PC 487(A) Grand Theft:Money/Labor/Property Over $400,
2008-0052536,Central,Countryside Central,10/1/2008 08:40,10/1/2008 11:30,10/1/2008 12:42,8400 Block of Honeycomb Way,Sacramento,95828,6734666.92352,1929493.45111,PC 459 Burglary,
2008-0052547,Rancho Cordova,Cordova Meadows,9/28/2008 09:00,9/28/2008 19:00,10/1/2008 12:45,2000 Block of W La Loma Dr,Rancho Cordova,95670,6756212.0139,1975010.8876,PC 314.1 Indecent Exposure,
2008-0052537,Rancho Cordova,White Rock,10/1/2008 11:00,10/1/2008 13:50,10/1/2008 12:55,Olson Dr,Rancho Cordova,95670,6766958.5828,1979746.7876,PC 488 Petty Theft,
2008-0052541,North,Carmichael Park,10/1/2008 13:05,10/1/2008 13:05,10/1/2008 12:58,6400 Block of Fair Oaks Blvd,Carmichael,95608,6753347.0044,1987852.9131,PC 243(B) Battery On Peace Officer/Emergency Personnel/Etc,
2008-0052451,Rancho Cordova,South White Rock,9/30/2008 21:19,9/30/2008 23:15,10/1/2008 13:00,Data Dr & Zinfandel Dr,Rancho Cordova,95670,6765725.86421,1975892.81945,PC 245(D)(1) Assault W/Firearm On Peace Officer/Firefighter,
2008-0052535,North,American River,10/1/2008 13:00,10/1/2008 13:00,10/1/2008 13:00,Auburn Blvd & Madison Ave,Sacramento,95841,6748152.49997,2003155.12476,HS 11364 Possess Controlled Substance Paraphernalia,
2008-0052544,Central,Vintage Park Churchill Downs,9/19/2008 10:00,9/30/2008 12:00,10/1/2008 13:00,7800 Block of Bradshaw Rd,Sacramento,95829,6751968.20203,1934189.5733,PC 594(B)(1) Vandalism ($400 Or More),
2008-0052546,Rancho Cordova,Gold River,8/29/2008 13:15,8/29/2008 13:30,10/1/2008 13:00,2000 Block of Gold Field Dr,Rancho Cordova,95670,6771848.73108,1990614.87109,PC 459 Burglary - vehicle,
2008-0052577,North,Woodmore Oaks,9/30/2008 18:30,10/1/2008 12:30,10/1/2008 13:00,8300 Block of Forest Creek Ln,Orangevale,95662,6775192.6905,2012291.6144,PC 594(B)(1) Vandalism ($400 Or More),
2008-0052554,North Central,Arden Gardens,10/1/2008 08:00,10/1/2008 12:40,10/1/2008 13:17,2400 Block of Cottage Way,Sacramento,95825,6731918.3694,1981963.8469,PC 459 Burglary (residential),
2008-0052557,North,Central Orangevale,9/27/2008 22:00,9/28/2008 01:00,10/1/2008 13:30,7000 Block of Hazel Ave,Orangevale,95662,6783000.2153,2015567.0332,PC 484G Thft:Use Access Card Data,
2008-0052552,Northwest,North Highlands,10/1/2008 12:45,10/1/2008 13:00,10/1/2008 13:35,5600 Block of Lura,North Highlands,95660,6738210.84888,2006156.64147,PC 488 Petty Theft,
2008-0056709,Central,past Florin Partnership,9/27/2008 00:01,9/27/2008 23:59,10/1/2008 13:36,6100 Block of Florin Rd,Sacramento,95823,6723777.94757,1942833.17169,PC 475(C) Pass Completed Check/Etc:Intent:Defraud,
2008-0052370,South,South Delta,9/14/2008 17:00,9/28/2008 17:00,10/1/2008 13:45,100 Block of Brannan Island Rd,Isleton,95641,6683811.33093,1801310.12941,VC 10851(A) Take Vehicle Without Owner's Consent,
2008-0052569,South,South Franklin,10/1/2008 13:55,10/1/2008 13:55,10/1/2008 13:57,12500 Block of Bruceville Rd,Elk Grove,95757,6726770.04602,1873406.44269,PC 240 Assault On Person,
2008-0052560,North,Del Campo,4/11/2006 00:01,1/2/2008 23:59,10/1/2008 14:00,5000 Block of Connecticut Dr,Sacramento,95841,6751775.9283,2002026.0217,PC 530.5(A) Obtain Credit/Etc:Use Others Id,
2008-0052598,North,Southeast Fair Oaks,10/1/2008 09:18,10/1/2008 14:45,10/1/2008 14:10,8800 Block of Bold Ruler Way,Fair Oaks,95628,6782401.74579,1996394.61987,PC 653M Harassment By Telephone,
2008-0052572,Central,Fletcher Farms,10/1/2008 13:40,10/1/2008 13:50,10/1/2008 14:18,8500 Block of Florin Rd,Sacramento,95828,6736761.29529,1942878.90509,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0052561,North,Lincoln,9/29/2008 09:00,9/29/2008 12:30,10/1/2008 14:22,4200 Block of Hackberry Ln,Carmichael,95608,6752197.6165,1996321.5632,PC 459 Burglary,
2008-0052562,Rancho Cordova,South White Rock,9/4/2008 10:40,9/8/2008 13:16,10/1/2008 14:30,3200 Block of Sanbury Cir,Rancho Cordova,95670,6761678.973,1973936.1881,PC 484G Thft:Use Access Card Data,
2008-0052566,North,Foothill Farms NE,9/30/2008 13:30,10/1/2008 12:00,10/1/2008 14:30,5400 Block of Rambler Way,Sacramento,95841,6750956.9473,2006467.1469,PC 459 Burglary,
2008-0054170,North,Foothill Farms NE,10/1/2008 14:05,10/1/2008 14:05,10/1/2008 14:30,5300 Block of Garfield Ave,Sacramento,95841,6750406.0558,2004136.839,PC 240 Assault On Person,
2008-0052571,North,Carmichael Park,10/1/2008 14:45,10/1/2008 14:45,10/1/2008 14:45,Fair Oaks Blvd & Marconi Ave,Carmichael,95608,6753495.99975,1987286.3744,HS 11357(B) Possess Marijuana 28.5 Grams Or Less,
2008-0052564,Rancho Cordova,White Rock,9/29/2008 16:00,10/1/2008 16:30,10/1/2008 14:53,2800 Block of Zinfandel Dr,Rancho Cordova,95670,6765345.7838,1979236.8356,PC 459 Burglary,
2008-0052443,Northwest,Rio Linda,9/19/2008 16:00,9/30/2008 19:23,10/1/2008 15:00,6100 Block of 20th St,Rio Linda,95673,6727615.1974,2009527.3797,PC 459 Burglary,
2008-0052568,Northwest,Antelope,10/1/2008 14:40,10/1/2008 15:03,10/1/2008 15:03,5800 Block of Antelope Rd,Sacramento,95842,6752666.7044,2018990.8843,PC 666 Petty Theft W/Prior Jail Term For Specific Offenses,
2008-0052573,Rancho Cordova,Rosemont Junction,9/5/2008 08:00,9/5/2008 23:00,10/1/2008 15:15,3700 Block of Rock Island Dr,Sacramento,95827,6750119.8688,1963662.1132,PC 488 Petty Theft,
2008-0052570,North Central,Cottage Park,9/26/2008 08:00,9/26/2008 08:15,10/1/2008 15:30,3300 Block of El Camino Ave,Sacramento,95821,6737150.0292,1983622.9447,PC 488 Petty Theft,
2008-0052575,North,Mercy San Juan,7/23/2008 15:00,7/23/2008 17:00,10/1/2008 15:30,5900 Block of Via Casitas Ave,Carmichael,95608,6754024.5,2006634.375,PC 488 Petty Theft,
2008-0052576,Central,Coffing,9/6/2008 00:00,9/29/2008 00:00,10/1/2008 15:30,10100 Block of Azinger Way,Sacramento,95829,6758848.92273,1934641.4729,PC 653M Harassment By Telephone,
2008-0052574,Central,Vintage Park Churchill Downs,9/21/2008 10:00,9/24/2008 18:00,10/1/2008 15:31,8900 Block of Brittany Park Dr,Sacramento,95829,6742452.80481,1930041.80988,PC 484G Thft:Use Access Card Data,
2008-0052596,Central,Florin Town,9/30/2008 20:00,10/1/2008 06:00,10/1/2008 15:44,7700 Block of Stockton Blvd,Sacramento,95823,6728312.5011,1935949.89868,PC 459 Burglary,
2008-0052558,North,Woodmore Oaks,9/30/2008 23:00,10/1/2008 07:00,10/1/2008 15:45,6400 Block of Trajan Dr,Orangevale,95662,6776109.5786,2011292.709,PC 459 Burglary,
2008-0052587,Central,Florin Town,10/1/2008 15:40,10/1/2008 15:45,10/1/2008 15:45,7900 Block of Cottonwood Ln,Sacramento,95828,6735368.8244,1933209.0473,PC 626.2 Dismissed Student/Employee On Campus,
2008-0052581,North,Carmichael Creek,9/30/2008 23:00,10/1/2008 10:40,10/1/2008 15:46,7200 Block of Fair Oaks Blvd,Carmichael,95608,6753739.5535,1993031.669,PC 459 Burglary,
2008-0052588,North Central,Sierra Woodside,9/30/2008 20:00,10/1/2008 08:00,10/1/2008 15:46,2500 Block of Fair Oaks Blvd,Sacramento,95825,6732223.25008,1971512.32488,PC 594(A) Vandalism,
2008-0052580,North Central,Del Paso Manor,9/30/2008 23:00,10/1/2008 07:30,10/1/2008 15:55,2800 Block of Alamitos Way,Sacramento,95821,6739376.8726,1986799.0919,PC 594(B)(2)(A) Vandalism Less Than $400,
2008-0052582,North Central,Five Points,10/1/2008 02:10,10/1/2008 02:15,10/1/2008 15:55,5700 Block of Frontier Wy,Carmichael,95608,6752556.6151,1983845.7523,PC 459 Burglary,
2008-0052585,Rancho Cordova,Walnut Wood,9/24/2008 00:00,9/24/2008 00:00,10/1/2008 16:00,2200 Block of Windward Ln,Rancho Cordova,95670,6767957.6264,1986577.377,PC 484G Thft:Use Access Card Data,
2008-0052589,North,North Fair Oaks,9/26/2008 20:00,9/26/2008 20:30,10/1/2008 16:00,8100 Block of Oahu Dr,Fair Oaks,95628,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0052592,Northwest,Foothill Farms NW,9/30/2008 22:30,10/1/2008 13:30,10/1/2008 16:06,4300 Block of Galbrath Dr,Sacramento,95842,6743709.124,2016239.8501,PC 459 Burglary (residential),
2008-0052617,North Central,Howe Park,10/1/2008 09:00,10/1/2008 16:00,10/1/2008 16:15,2300 Block of Cottage Way,Sacramento,95825,6730488.099,1982243.4879,PC 459 Burglary,
2008-0052593,North,Carmichael Creek,10/1/2008 15:55,10/1/2008 16:18,10/1/2008 16:16,7200 Block of Fair Oaks Blvd,Carmichael,95608,6753739.5535,1993031.669,PC 487 Grand Theft,
2008-0052590,North Central,Arcade Village,9/30/2008 15:30,10/1/2008 12:00,10/1/2008 16:20,3300 Block of Eastern Ave,Sacramento,95821,6743111.441,1990095.9298,PC 594(B)(2)(A) Vandalism Less Than $400,
2008-0052438,Central,,9/30/2008 11:30,10/1/2008 16:26,10/1/2008 16:26,1500 Block of Helen Dr,Vacaville,95687,0,0,US 21 841(A)(1) Manufacture/Distribute/Etc Controlled Substance,
2008-0052597,North,Del Campo,10/1/2008 11:30,10/1/2008 15:15,10/1/2008 16:27,4700 Block of Manzanita Ave,Carmichael,95608,6754066.2172,1999703.362,PC 459 Burglary,
2008-0052595,North,Carmichael Creek,9/30/2008 16:00,9/30/2008 16:20,10/1/2008 16:30,7200 Block of Fair Oaks Blvd,Carmichael,95608,6753739.5535,1993031.669,PC 488 Petty Theft,
2008-0052602,Central,Fruitridge/Pocket,9/29/2008 13:00,9/30/2008 08:30,10/1/2008 16:44,4300 Block of Soledad Ave,Sacramento,95820,6717271.03412,1954373.91412,PC 459 Burglary,
2008-0052605,Central,Vintage Park Churchill Downs,10/1/2008 09:30,10/1/2008 16:30,10/1/2008 16:49,9000 Block of Crofton Ct,Sacramento,95829,6742902.21973,1931349.70532,PC 459 Burglary,
2008-0052578,North,Lake Natoma,8/15/2008 10:07,8/15/2008 10:07,10/1/2008 16:50,9200 Block of Blue Oak Dr,Orangevale,95662,6788211.807,2005826.4473,PC 484G Thft:Use Access Card Data,
2008-0052620,North Central,Arcade Village,1/1/1999 00:01,10/1/2008 16:50,10/1/2008 16:50,3600 Block of Darlene Ave,Sacramento,95821,6738921.7995,1987872.6074,PC 288(A) Lewd Or Lascivious Acts W/Child Under 14 Years,
2008-0052603,North,North Fair Oaks,10/1/2008 16:03,10/1/2008 16:20,10/1/2008 17:00,4800 Block of San Juan Ave,Fair Oaks,95628,6764144.7752,2000771.8258,PC 488 Petty Theft,
2008-0052609,Central,Fletcher Farms,10/1/2008 16:32,10/1/2008 16:35,10/1/2008 17:05,7200 Block of Elk Grove Florin Rd,Sacramento,95829,6740964.2522,1942428.67548,PC 211 Robbery,
2008-0052607,North Central,Del Paso Manor,10/1/2008 16:20,10/1/2008 16:47,10/1/2008 17:16,Marconi Ave & Watt Ave,Sacramento,95821,6737942.9998,1987409.2498,PC 594(A) Vandalism,
2008-0052613,Northwest,Rio Linda,10/1/2008 17:45,10/1/2008 17:45,10/1/2008 17:45,700 Block of L St,Rio Linda,95673,6718983.3869,2013192.8614,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0052614,Rancho Cordova,Rosemont Junction,9/30/2008 19:00,10/1/2008 17:47,10/1/2008 17:47,3900 Block of Branch Center Rd,Sacramento,95827,6751060.5,1963040.75,PC 242 Battery,
2008-0052591,Rancho Cordova,Micron Park,10/1/2008 16:15,10/1/2008 17:51,10/1/2008 17:51,3600 Block of Bradshaw Rd,Sacramento,95827,6751285.2319,1964977.2484,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0052608,Northwest,Antelope,10/1/2008 14:40,10/1/2008 14:50,10/1/2008 18:00,3100 Block of Center Court Ln,Antelope,95843,6735758.8954,2024719.909,PC 240 Assault On Person,
2008-0052615,North,American River,10/1/2008 18:00,10/1/2008 18:00,10/1/2008 18:00,Myrtle Ave & Auburn Blvd,Sacramento,95841,6745998.9998,2000551.49979,HS 11364 Possess Controlled Substance Paraphernalia,
2008-0052622,Northwest,Maric College,10/1/2008 18:22,10/1/2008 18:25,10/1/2008 18:38,4200 Block of Madison Ave,Sacramento,95660,6742935.795,2003085.7084,PC 211 Robbery,
2008-0052621,Central,SPD,10/1/2008 18:00,10/1/2008 18:15,10/1/2008 19:15,Stockton Blvd & Elsie Ave,Sacramento,95823,6728008.49995,1935097.50012,PC 653.22(A) Loiter:Intent:Prostitution,
2008-0052623,Northwest,Foothill Farms NW,10/1/2008 18:00,10/1/2008 18:06,10/1/2008 19:35,Oakhollow Dr & Robert Frost Way,Sacramento,95842,6745702.9998,2010232.12495,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0052625,North Central,Arden Gardens,10/1/2008 07:30,10/1/2008 16:45,10/1/2008 19:35,2400 Block of Cottage Way,Sacramento,95825,6731918.3694,1981963.8469,PC 459 Burglary,
2008-0052627,North,Five Points,10/1/2008 19:25,10/1/2008 19:30,10/1/2008 19:42,4800 Block of El Camino Ave,Carmichael,95608,6746723.4489,1984203.4307,PC 417(A)(2) Exhibit Firearm,
2008-0052630,Rancho Cordova,Sunrise Industrial,10/1/2008 19:46,10/1/2008 19:46,10/1/2008 19:46,Folsom Blvd & Point East Dr,Rancho Cordova,95742,6770930.49986,1983538.74995,HS 11351 Possess/Purchase For Sale Narcotic/Controlled Substance,
2008-0052628,North Central,Arden Terrace,10/1/2008 19:54,10/1/2008 19:55,10/1/2008 19:54,Arden Way & Hilldale Rd,Carmichael,95608,6733862.50008,1979413.25005,HS 11364 Possess Controlled Substance Paraphernalia,
2008-0052618,North Central,Arcade Square,10/1/2008 18:16,10/1/2008 18:16,10/1/2008 20:00,3400 Block of Potter Ln,Sacramento,95821,6737599.3413,1992439.5281,HS 11379 Transp/Etc Cntl Sub,
2008-0052600,North,Lincoln,10/1/2008 16:30,10/1/2008 20:01,10/1/2008 20:01,Manzanita Ave & Cypress Ave,Carmichael,95608,6753617.0002,1995195.50004,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0052626,North,East Fair Oaks,10/1/2008 17:15,10/1/2008 18:15,10/1/2008 20:02,4800 Block of Sanford St,Fair Oaks,95628,6780753.99933,2001048.74512,PC 597(A) Cruelty To Animals:Maim/Mutilate/Torture,
2008-0052629,Rancho Cordova,La Riviera East,10/1/2008 20:15,10/1/2008 20:15,10/1/2008 20:27,8700 Block of La Riviera Dr,Sacramento,95826,6739217.8281,1968236.8949,PC 242 Battery,
2008-0052631,North,Del Campo,10/1/2008 19:30,10/1/2008 20:30,10/1/2008 20:45,4900 Block of Dewey Dr,Fair Oaks,95628,6758940.79,2000672.1447,PC 459 Burglary,
2008-0052632,Central,Florin Town,10/1/2008 20:35,10/1/2008 20:35,10/1/2008 20:50,4800 Block of 47th Ave,Sacramento,95824,6719063.02661,1948062.70288,PC 211 Robbery,
2008-0052633,North,Carmichael Park,10/1/2008 17:00,10/1/2008 18:36,10/1/2008 20:57,4800 Block of Robertson Ave,Carmichael,95608,6746797.212,1988479.1507,PC 459 Burglary,
2008-0052635,North,Old Fair Oaks,10/1/2008 10:30,10/1/2008 20:30,10/1/2008 21:18,8000 Block of Livorna Way,Fair Oaks,95628,6771701.99573,1999733.89191,PC 459 Burglary,
2008-0052643,North Central,Wilhaggin,10/1/2008 21:05,10/1/2008 21:10,10/1/2008 21:40,3500 Block of Fair Oaks Blvd,Sacramento,95864,6738213.092,1971413.6899,PC 211 Robbery,
2008-0052636,North,Lincoln,10/1/2008 12:45,10/1/2008 19:04,10/1/2008 21:45,4200 Block of Manzanita Ave,Carmichael,95608,6753894.313,1996009.0053,PC 459 Burglary,
2008-0052654,Central,Lemonhill,10/1/2008 21:47,10/1/2008 21:47,10/1/2008 21:47,5700 Block of Stockton Blvd,Sacramento,95824,6720971.8725,1952914.45728,PC 12020(A)(1) Manufacture/Sell/Possess Dangerous Weapons/Explosives/Etc,
2008-0051051,Northwest,Maric College,9/22/2008 16:00,9/22/2008 19:30,10/1/2008 22:20,5100 Block of Hillsdale Blvd,Sacramento,95842,6742815.5447,2002712.3887,PC 459 Burglary,
2008-0052680,Central,Larchmont,10/1/2008 22:36,10/1/2008 22:36,10/1/2008 22:36,7200 Block of Power Inn Rd,Sacramento,95828,6730831.37635475,1941666.68839932,PC 451(D) Arson:Property,
