ActivityNumber,District,Neighborhood,OccurenceStartDate,OccurenceEndDate,ReportDate,OccurenceLocation,OccurenceCity,OccurenceZipCode,X_Coord,Y_Coord,PrimaryViolation,Injury
2008-0028335,North,East Fair Oaks,5/23/2008 18:02,5/23/2008 18:04,5/23/2008 18:23,Runway Dr & Phoenix Ave,Fair Oaks,95628,6784788.00003,2003271.87509,PC 242 Battery,
2008-0028338,Northwest,North Highlands,5/22/2006 14:00,5/22/2006 17:00,5/23/2008 18:28,3600 Block of Van Owen St,North Highlands,95660,0,0,PC 289(A)(1) Sexual Penetration With Force/Etc,
2008-0028339,North Central,Arden Manor,5/18/2008 01:00,1/1/0001 00:00,5/23/2008 19:00,Larkspur Ln & Evelyn Ln,Sacramento,95864,6733405.99986,1975464.12492,VC 26709(B) Side View Mirrors Required,
2008-0028343,North Central,Arden Manor,5/23/2008 19:00,5/23/2008 19:00,5/23/2008 19:00,Evelyn Ln & Larkspur Ln,Sacramento,95825,6733405.99986,1975464.12492,HS 11364 Possess Controlled Substance Paraphernalia,
2008-0028342,Rancho Cordova,White Rock,5/23/2008 14:30,5/23/2008 19:00,5/23/2008 19:18,10500 Block of Mills Tower Dr,Rancho Cordova,95670,6762414.793,1977609.0408,PC 459 Burglary,
2008-0028350,Northwest,North Highlands,5/23/2008 19:00,5/23/2008 19:00,5/23/2008 19:28,7200 Block of 32nd St,North Highlands,95660,6735154.19944,2017261.3718,PC 220 Assault To Commit Mayhem or Sex Crime,
2008-0028347,Rancho Cordova,Cordova Vineyards,5/23/2008 19:15,5/23/2008 19:20,5/23/2008 19:38,10600 Block of Folsom Blvd,Rancho Cordova,95670,6764234.6199,1979625.2984,PC 487(A) Grand Theft:Money/Labor/Property Over $400,
2008-0028345,Rancho Cordova,Sun River,5/23/2008 18:00,5/23/2008 19:00,5/23/2008 19:50,2200 Block of Sunrise Blvd,Rancho Cordova,95670,6770570.6167,1988608.9074,PC 459 Burglary,
2008-0028099,North Central,Creekside,5/22/2008 17:45,5/22/2008 18:00,5/23/2008 20:00,Fulton Ave & Marconi Ave,Sacramento,95821,6732690.00011,1987443.12525,PC 594(B)(2)(A) Vandalism Less Than $400,
2008-0028354,Rancho Cordova,Cordova Vineyards,5/23/2008 18:00,5/23/2008 18:30,5/23/2008 20:37,Ganzan Way & Dolecetto Dr,Rancho Cordova,95670,6761244.49972,1979982.12505,PC 246.3 Discharge BB device In Negligent Manner,
2008-0028362,Northwest,Foothill Farms NW,5/23/2008 20:50,5/23/2008 20:56,5/23/2008 21:04,5100 Block of Dream Ct,Sacramento,95842,6749551.565,2014880.891,PC 187(A) Murder,
2008-0028355,North,Five Points,5/23/2008 20:55,5/23/2008 21:02,5/23/2008 21:08,2400 Block of Mission Ave,Carmichael,95608,6745933.89415194,1984422.96970066,PC 484 Theft,
2008-0028356,North,Mercy San Juan,5/23/2008 21:15,5/23/2008 21:15,5/23/2008 21:15,Garfield Ave & Keoncrest Cir,Carmichael,95608,6751036.99994,2007403.12476,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0028353,Rancho Cordova,White Rock,5/23/2008 20:45,5/23/2008 20:50,5/23/2008 21:16,Folsom Blvd & Mills Park Dr,Rancho Cordova,95670,6762683.00008,1978254.24998,PC 594(A) Vandalism,
2008-0028357,Central,Vintage Park Churchill Downs,5/23/2008 20:00,5/23/2008 20:15,5/23/2008 21:33,Westray Dr & Waterman Rd,Sacramento,95829,6746612,1930028.74978,PC 211 Robbery,
2008-0028348,Central,Florin Town,3/1/2008 13:00,4/26/2008 13:00,5/23/2008 22:00,7500 Block of Delta Pointe Way,Sacramento,95823,6724451.11908,1938165.05908,PC 288(A) Lewd Or Lascivious Acts W/Child Under 14 Years,
2008-0028364,Rancho Cordova,Lincoln Village,5/23/2008 10:15,5/23/2008 16:00,5/23/2008 22:04,10000 Block of Lincoln Village Dr,Sacramento,95827,6756366.2608,1968036.8671,PC 459 Burglary,
2008-0028365,Rancho Cordova,Cordova Meadows,5/23/2008 22:30,5/23/2008 22:32,5/23/2008 22:31,10000 Block of Folsom Blvd,Sacramento,95827,6756063.729,1974173.6687,PC 207(A) Kidnapping,
2008-0028320,Central,Fletcher Farms,5/16/2008 16:00,5/16/2008 16:25,5/23/2008 23:00,7200 Block of French Rd,Sacramento,95828,0,0,PC 273.5(A) Inflict Corporal Injury On Spouse/Cohabitant,
2008-0028367,Central,past Florin Partnership,5/23/2008 23:00,5/23/2008 23:00,5/23/2008 23:05,Florin Rd & 65th St,Sacramento,95823,6722491.00004,1942985.62505,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0026251,Central,Vintage Park Churchill Downs,5/12/2008 07:00,5/12/2008 17:36,5/23/2008 23:30,9300 Block of Allendale Way,Sacramento,95829,6747937.88483,1931067.51489,PC 459 Burglary,
2008-0028369,Northwest,Antelope,5/23/2008 09:00,5/23/2008 15:00,5/23/2008 23:33,8300 Block of Rockbury Way,Antelope,95843,6744382.6914,2024720.8133,PC 459 Burglary,
2008-0028325,Northwest,Rio Linda,5/23/2008 14:30,5/23/2008 14:30,5/24/2008 00:00,5600 Block of 2nd Ave,Sacramento,95817,0,0,PC 422 Threaten Crime With Intent To Terrorize,
2008-0028413,North Central,Arden Terrace,5/24/2008 02:00,5/24/2008 03:00,5/24/2008 00:00,2900 Block of Arden Way,Sacramento,95825,6734361.5084,1979637.6089,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0028373,Rancho Cordova,Prospect Park,5/24/2008 00:01,5/24/2008 00:05,5/24/2008 00:13,2700 Block of Kilgore Rd,Rancho Cordova,95670,6768634.9578,1981720.5609,PC 594(A) Vandalism,
2008-0028375,North Central,Arden Manor,5/24/2008 00:55,5/24/2008 01:00,5/24/2008 01:07,2800 Block of Matheson Way,Sacramento,95864,6733866.8081,1976076.1262,PC 594(A) Vandalism,
2008-0028346,Central,past Florin Partnership,4/22/2008 10:30,4/22/2008 10:35,5/24/2008 01:30,4300 Block of Florin Rd,Sacramento,95823,6717406.61389,1943060.00812,PC 487(A) Grand Theft:Money/Labor/Property Over $400,
2008-0028377,Central,Larchmont,5/24/2008 01:20,5/24/2008 01:28,5/24/2008 01:30,7600 Block of Skander Way,Sacramento,95828,6729225.01678,1939607.7215,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0028139,North,Woodmore Oaks,5/22/2008 11:30,5/22/2008 18:00,5/24/2008 01:50,6300 Block of Wittenham Way,Orangevale,95662,0,0,PC 261(A)(1) Rape:Victim Incapable Of Giving Consent,
2008-0028388,North Central,Fair Lake Village,5/24/2008 00:05,5/24/2008 00:10,5/24/2008 02:15,2400 Block of Carta Ct,Sacramento,95825,6732034.5745,1974421.7818,PC 459 Burglary,
2008-0028391,Central,Larchmont,5/24/2008 02:49,5/24/2008 02:51,5/24/2008 03:00,Stockton Blvd & Gerber Rd,Sacramento,95823,6727019.49976,1937747.37506,PC 243(D) Battery With Serious Bodily Injury (Punishment),
2008-0028395,North Central,SPD,5/24/2008 03:39,5/24/2008 03:42,5/24/2008 04:00,Marconi Ave & Howe Ave,Sacramento,95821,6728726.99979,1987482.99981,PC 594(B)(2)(A) Vandalism Less Than $400,
2008-0028390,North,American River,5/24/2008 02:20,5/24/2008 02:25,5/24/2008 06:32,4500 Block of Ashcroft Ave,Sacramento,95841,6745289.7603,2001033.0893,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0028411,South,South Franklin,5/24/2008 07:39,5/24/2008 07:39,5/24/2008 07:39,12500 Block of Bruceville Rd,Elk Grove,95757,6726770.04602,1873406.44269,PC 496D(A) Poss Stolen Veh/Ves/Etc,
2008-0028409,North Central,Howe/Arden,5/24/2008 07:15,5/24/2008 08:00,5/24/2008 07:57,1300 Block of Howe Ave,,,6728965.4922,1977148.4494,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0028412,Central,past Florin Partnership,5/24/2008 08:10,5/24/2008 08:30,5/24/2008 08:30,4600 Block of Florin Rd,Sacramento,95823,6718305.3764,1943376.7597,PC 666 Petty Theft W/Prior Jail Term For Specific Offenses,
2008-0028415,North Central,Fair Lake Village,5/16/2008 23:45,5/17/2008 22:30,5/24/2008 08:57,1200 Block of Clinton Rd,Sacramento,95825,6731150.125,1976571.3857,PC 459 Burglary,
2008-0028414,Rancho Cordova,Mills Ranch,5/24/2008 08:40,5/24/2008 09:20,5/24/2008 09:20,10600 Block of Coloma Rd,Rancho Cordova,95670,6764489.041,1986101.3001,PC 273.6 VIOLATION OF PROTECTION ORDER,
2008-0028422,Rancho Cordova,Cordova Lane,5/24/2008 09:50,5/24/2008 10:03,5/24/2008 10:03,2600 Block of Zinfandel Dr,Rancho Cordova,95670,6764452.2858,1980863.0756,PC 594(A) Vandalism,
2008-0028423,Rancho Cordova,White Rock,5/24/2008 10:20,5/24/2008 10:20,5/24/2008 10:29,White Rock Rd & Evadna Dr,Rancho Cordova,95670,6761506.49985,1975870.87513,PC 211 Robbery,
2008-0028432,Rancho Cordova,Cordova Vineyards,5/12/2008 12:34,5/16/2008 00:00,5/24/2008 11:40,10600 Block of Pedro Way,Rancho Cordova,95670,6763875.9163,1980644.299,PC 532(A) Obtain Money/Etc By False Pretenses [Over $400],
2008-0028496,Central,Lemonhill,5/24/2008 11:49,5/24/2008 11:51,5/24/2008 11:49,4400 Block of Lemon Hill Ave,Sacramento,95824,6717663.64587,1950259.31787,PC 243(C)(2) Battery Against Police Officer,
2008-0028428,North,Central Orangevale,5/24/2008 11:28,5/24/2008 12:33,5/24/2008 12:33,6700 Block of Hazel Ave,Orangevale,95662,6782854.3224,2013455.4109,SZC 201-02 Unauthorized Business,
2008-0028430,North Central,Cottage Park,5/23/2008 18:00,5/24/2008 11:00,5/24/2008 12:33,2200 Block of Park Towne Cir,Sacramento,95825,6737414.1368,1982926.5957,PC 487 Grand Theft,
2008-0028431,North,Mercy San Juan,5/24/2008 04:00,5/24/2008 06:00,5/24/2008 12:55,5900 Block of Rosebud Ln,Sacramento,95841,6753171.5898,2008118.4526,PC 459 Burglary,
2008-0028318,North,North Fair Oaks,5/19/2008 21:00,5/22/2008 14:00,5/24/2008 13:00,8300 Block of Olive Hill Ct,Fair Oaks,95628,6774642.6157,2009528.6472,PC 459 Burglary,
2008-0028491,Rancho Cordova,White Rock,5/24/2008 22:50,5/24/2008 23:10,5/24/2008 13:00,White Rock Rd & Mills Park Dr,Rancho Cordova,95670,6762765.50017,1975998.49983,PC 148.9 Giving False Info To Officer,
2008-0028435,North Central,Arden Gardens,5/22/2008 19:00,5/24/2008 13:25,5/24/2008 13:33,1900 Block of Howe Ave,Sacramento,95825,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0028434,Rancho Cordova,Cordova Meadows,5/23/2008 22:00,5/24/2008 07:30,5/24/2008 13:40,2600 Block of Capitales Dr,Rancho Cordova,95670,6756700.6107,1976037.5214,VC 10851(A) Take Vehicle Without Owner's Consent,
2008-0026969,Central,Florin Town,5/15/2008 19:00,5/16/2008 16:30,5/24/2008 13:45,8400 Block of Stevenson Ave,Sacramento,95828,6735985.75,1931856.25007,PC 594(A) Vandalism,
2008-0028437,Central,past Florin Partnership,5/24/2008 10:30,5/24/2008 12:45,5/24/2008 14:03,4200 Block of Florin Rd,Sacramento,95823,6717943.40649,1942042.86652,PC 487 Grand Theft,
2008-0028443,North,West Fair Oaks,5/24/2008 14:00,5/24/2008 14:35,5/24/2008 14:34,4900 Block of Dewey Dr,Fair Oaks,95628,6759717.2598,2000495.3771,PC 459 Burglary,
2008-0028419,South,,5/18/2008 09:00,5/22/2008 21:00,5/24/2008 14:43,0 Block of Sherman Island,,,0,0,PC 487 Grand Theft,
2008-0028440,Central,Vintage Park Churchill Downs,5/23/2008 22:00,5/24/2008 12:41,5/24/2008 15:00,9100 Block of Alesia Ct,Sacramento,95829,6744638.65601,1929569.65009,PC 487 Grand Theft,
2008-0028427,Northwest,North Highlands,5/17/2008 11:00,5/19/2008 14:00,5/24/2008 15:30,6500 Block of Pearson Ln,North Highlands,95660,6741551.3095,2012665.0076,PC 459 Burglary,
2008-0028465,Central,Vintage Park Churchill Downs,5/5/2008 07:45,5/5/2008 14:55,5/24/2008 15:55,8200 Block of Kingsbridge Dr,Sacramento,95829,6748869.26727,1929659.60388,PC 488 Petty Theft,
2008-0028441,Rancho Cordova,Murieta Hills,5/24/2008 13:30,5/24/2008 14:00,5/24/2008 16:00,14900 Block of Trinidad Ct,Sloughhouse,95683,6821083.81049,1947296.0285,PC 243(E)(1) Battery:Spouse/Ex Spouse/Date/Etc,
2008-0028445,Northwest,Sacramento Airport,5/22/2008 08:00,5/24/2008 15:50,5/24/2008 16:00,6900 Block of Airport Blvd,Sacramento,95837,6678532.40776,2014617.33688,PC 487 Grand Theft,
2008-0028446,Central,Fruitrdige Vista,5/20/2008 09:30,5/20/2008 10:00,5/24/2008 16:08,4100 Block of Apostolo Cir,Sacramento,95824,6716223.49908,1953172.6001,PC 243(E)(1) Battery:Spouse/Ex Spouse/Date/Etc,
2008-0028449,Rancho Cordova,South White Rock,5/24/2008 16:40,5/24/2008 16:40,5/24/2008 16:40,3400 Block of Data Dr,Rancho Cordova,95670,6763379.9728,1974523.7636,VC 10851(A) Take Vehicle Without Owner's Consent,
2008-0028424,North Central,Sierra Woodside,2/1/2007 18:00,2/1/2007 21:00,5/24/2008 16:54,600 Block of Woodside Ln,,,6731062.93067722,1973340.22126369,PC 261(A)(2) Rape By Force/Fear/Etc,
2008-0028452,Northwest,Foothill Farms NW,5/24/2008 16:40,5/24/2008 16:46,5/24/2008 17:00,5500 Block of Hillsdale Blvd,Sacramento,95842,6744004.8567,2006467.0772,PC 211 Robbery,
2008-0028454,Central,Fruitrdige Vista,5/24/2008 17:00,5/24/2008 17:00,5/24/2008 17:00,3700 Block of 45th Ave,Sacramento,95824,6714364.16302,1948621.76532,PC 488 Petty Theft stolen lic plt 5cat215,
2008-0028455,Northwest,North Highlands,5/24/2008 14:00,5/24/2008 16:40,5/24/2008 17:10,7300 Block of Salazar Dr,North Highlands,95660,6742675.0303,2017665.4903,PC 459 Burglary,
2008-0028458,Rancho Cordova,Sunrise Industrial,1/18/2008 12:00,5/24/2008 15:30,5/24/2008 17:10,2400 Block of Mercantile Dr,Rancho Cordova,95742,6774515.28918,1985364.86493,PC 459 Burglary (Storage Unit),
2008-0028457,North,Lincoln,5/22/2008 12:00,5/24/2008 14:30,5/24/2008 17:11,8700 Block of Fair Oaks Blvd,Carmichael,95608,6761870.8685,1994528.3607,PC 459 Burglary,
2008-0028459,North,Foothill Farms NE,5/17/2008 16:00,5/24/2008 13:00,5/24/2008 17:25,5400 Block of Rambler Way,Sacramento,95841,6750956.9473,2006467.1469,PC 459 Burglary,
2008-0028462,Central,Lemonhill,5/24/2008 17:30,5/24/2008 18:08,5/24/2008 18:08,5300 Block of Gordon Dr,Sacramento,95824,6721320.06708,1951891.4527,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0028461,North Central,Howe Park,5/24/2008 18:00,5/24/2008 18:26,5/24/2008 18:26,2200 Block of Cottage Way,Sacramento,95825,6729423.3509,1982840.9562,HS 11350 Poss Narcotic Cntl Sub,
2008-0028463,Rancho Cordova,Rosemont Downs,5/24/2008 18:35,5/24/2008 18:35,5/24/2008 18:35,Tallyho Dr & Schmuckley Dr,Sacramento,95826,6745291.49977,1960599.87505,VC 10851(A) Take Vehicle Without Owner`S Consent,
2008-0028467,Northwest,Antelope,5/24/2008 17:13,5/24/2008 17:17,5/24/2008 19:09,5800 Block of Antelope Rd,Sacramento,95842,6752666.7044,2018990.8843,PC 488 Petty Theft,
2008-0028466,East,EGPD,5/24/2008 18:21,5/24/2008 18:25,5/24/2008 19:12,8800 Block of Sharkey Ave,Elk Grove,95624,6740766.13129,1913048.35211,PC 308(B) Minor Purchase/Receive/Etc Tobacco/Cigarette/Papers/Etc,
2008-0028471,Rancho Cordova,Gold River,5/24/2008 19:15,5/24/2008 19:15,5/24/2008 19:33,11600 Block of New Albion Dr,Rancho Cordova,95670,6777818.74438,1989135.96411,PC 243(D) Battery With Serious Bodily Injury (Punishment),
2008-0028472,Rancho Cordova,Sunridge,5/24/2008 19:00,5/24/2008 19:30,5/24/2008 19:40,4200 Block of Topaz Valley Way,Rancho Cordova,95742,6779587.51093,1963370.74487,PC 243(E)(1) Battery:Spouse/Ex Spouse/Date/Etc,
2008-0028473,Central,Vintage Park Churchill Downs,5/24/2008 19:45,5/24/2008 19:50,5/24/2008 20:00,8000 Block of Elk Grove Florin Rd,Sacramento,95829,6741713.43433,1931768.29712,PC 211 Robbery,
2008-0028474,Rancho Cordova,Cordova Lane,5/24/2008 19:50,5/24/2008 20:15,5/24/2008 20:26,2500 Block of Cabernet Way,Rancho Cordova,95670,6764436.8226,1981657.4303,PC 594(A) Vandalism,
2008-0028481,North Central,Arcade Square,5/24/2008 20:35,5/24/2008 20:37,5/24/2008 20:50,3500 Block of Leatha Way,Sacramento,95821,6735638.5804,1992114.831,PC 242 Battery,
2008-0028477,Northwest,Sacramento Airport,5/14/2008 09:54,5/24/2008 20:50,5/24/2008 21:00,6900 Block of Airport Blvd,Sacramento,95837,6678532.40776,2014617.33688,PC 487 Grand Theft,
2008-0028480,Rancho Cordova,La Riviera East,5/24/2008 20:30,5/24/2008 20:40,5/24/2008 21:00,2600 Block of Rio Bravo Cir,Sacramento,95826,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0028483,Rancho Cordova,La Riviera East,5/24/2008 21:49,5/24/2008 21:49,5/24/2008 21:39,Squaw Valley Way & Tuolumne Dr,Sacramento,95826,6742638.50009,1967429.25003,HS 11364 Possess Controlled Substance Paraphernalia,
2008-0028488,North,Carmichael Park,5/24/2008 21:47,5/24/2008 21:47,5/24/2008 21:47,5000 Block of Marconi Ave,Carmichael,95608,6748252.5198,1986984.7114,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0028485,North,Carmichael Park,5/24/2008 21:31,5/24/2008 21:38,5/24/2008 21:58,7300 Block of Fair Oaks Blvd,Carmichael,95608,6753453.0933,1993396.3424,PC 242 Battery,
2008-0026287,Central,Larchmont,5/13/2008 02:15,5/13/2008 02:30,5/24/2008 22:10,Della Cir & 68th Ave,Sacramento,95828,6729963.49976,1940836.25007,PC 529 False Personation:Spec Circ,
2008-0028484,Northwest,North Highlands,5/24/2008 22:10,5/24/2008 23:00,5/24/2008 22:15,6700 Block of Watt Ave,North Highlands,95660,6737287.2296,2013667.065,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0028490,Central,Florin Town,5/24/2008 20:00,5/24/2008 21:30,5/24/2008 22:58,7300 Block of Florin Mall Dr,Sacramento,95823,6723416.53101,1941350.11987,PC 459 Burglary,
2008-0028492,North,Central Orangevale,5/23/2008 17:00,5/24/2008 21:00,5/24/2008 23:00,9200 Block of Greenback Ln,Orangevale,95662,6787085.7476,2010153.0219,PC 459 Burglary,
2008-0028504,Northwest,Antelope,5/24/2008 22:50,5/24/2008 23:59,5/24/2008 23:02,Rambleton Way & Swindon Way,Antelope,95843,6744702.9998,2023884.25015,PC 242 Battery,
2008-0028503,North Central,Howe/Arden,5/23/2008 16:30,5/23/2008 23:30,5/24/2008 23:39,2500 Block of Wittkop Way,Sacramento,95825,6732250.3184,1977769.698,PC 487(A) Grand Theft:Money/Labor/Property Over $400,
2008-0028498,Northwest,North Highlands,5/24/2008 19:00,5/24/2008 23:43,5/24/2008 23:43,4400 Block of Elkhorn Blvd,Sacramento,95842,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0028497,North,West Fair Oaks,5/24/2008 23:30,1/1/0001 00:00,5/25/2008 00:15,7300 Block of Eagle Rd,Fair Oaks,95628,6763575.219,2001193.8511,VC 10851(A) Take Vehicle Without Owner's Consent,
2008-0028522,North Central,Fair Lake Village,5/25/2008 00:30,5/25/2008 01:00,5/25/2008 01:10,2300 Block of Northrop Ave,Sacramento,95825,6731038.75912,1974166.17039,PC 243(E)(1) Battery:Spouse/Ex Spouse/Date/Etc,
2008-0028539,North,Mercy San Juan,5/25/2008 01:20,5/25/2008 01:40,5/25/2008 02:00,5700 Block of Auburn Blvd,Sacramento,95841,6752331.838,2006460.2713,PC 211 Robbery,
2008-0028535,Central,Florin Town,5/25/2008 02:00,5/25/2008 02:05,5/25/2008 03:15,8700 Block of Tiogawoods Dr,Sacramento,95828,6739772.72662,1935262.11713,PC 246 Shoot At Inhabited Dwelling/Vehicle/Etc,
2008-0028549,Central,past Florin Partnership,5/25/2008 03:05,5/25/2008 03:05,5/25/2008 03:25,5500 Block of Florin Rd,Sacramento,95823,6721680.57538,1942758.11548,PC 459 Burglary,
2008-0028556,Rancho Cordova,Mather Business,5/25/2008 03:50,5/25/2008 03:50,5/25/2008 04:40,Rockingham Dr & Old Placerville Rd,Sacramento,95827,6759857.0002,1971620.00025,VC 23152(A) Dui Alcohol/Drugs,
2008-0028489,North,Del Campo,5/24/2008 22:16,5/24/2008 22:20,5/25/2008 05:32,4700 Block of Manzanita Ave,Carmichael,95608,6754140.2775,1999137.8974,PC 488 Petty Theft,
2008-0028552,North,Central Orangevale,5/25/2008 01:30,5/25/2008 02:15,5/25/2008 06:33,7300 Block of Law Ct,Orangevale,95662,6787785.3564,2017384.3777,PC 273.6 VIOLATION OF PROTECTION ORDER,
2008-0028559,Central,Countryside Central,5/22/2008 01:00,5/22/2008 11:00,5/25/2008 07:00,8200 Block of Auberry Dr,Sacramento,95828,6733256.47638,1930813.95752,PC 459 Burglary,
2008-0028560,Central,Countryside Central,5/25/2008 07:00,5/25/2008 07:00,5/25/2008 07:00,Power Inn Rd & Llanovista Dr,Sacramento,95828,6731973.99986,1929082.37512,PC 496 Possession Of Stolen Property,
2008-0028561,North Central,Howe/Arden,5/24/2008 23:00,5/25/2008 06:30,5/25/2008 08:06,2000 Block of Arden Way,Sacramento,95825,6727772.3597,1978952.2648,PC 459 Burglary,
2008-0028565,Rancho Cordova,Mills Ranch,5/25/2008 09:00,5/25/2008 09:01,5/25/2008 09:30,10600 Block of Coloma Rd,Rancho Cordova,95670,6764489.041,1986101.3001,PC 594(A) Vandalism,
2008-0028570,Central,Larchmont,5/25/2008 01:00,5/25/2008 09:00,5/25/2008 09:30,7500 Block of Bruno Way,Sacramento,95828,0,0,PC 236 False Imprisionment,
2008-0028568,North,Woodmore Oaks,5/24/2008 21:00,5/25/2008 09:00,5/25/2008 10:08,6600 Block of Woodmore Oaks Dr,Orangevale,95662,6774412.7641,2013094.558,PC 459 Burglary,
2008-0028567,North,East Fair Oaks,5/21/2008 19:00,5/25/2008 09:00,5/25/2008 10:10,5300 Block of Valonia St,Fair Oaks,95628,6778843.7755,2004348.1828,PC 487 Grand Theft,
2008-0028571,North Central,Arden Gardens,5/25/2008 09:00,5/25/2008 09:05,5/25/2008 10:15,1900 Block of Howe Ave,Sacramento,95825,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0028574,North Central,Arden Gardens,5/24/2008 15:00,5/25/2008 09:00,5/25/2008 11:20,1800 Block of Fulton Ave,Sacramento,95825,6732615.1298,1980345.1392,PC 488 Petty Theft,
2008-0028578,North,Carmichael Creek,5/24/2008 14:30,5/25/2008 06:00,5/25/2008 12:40,8300 Block of Fair Oaks Blvd,Carmichael,95608,6759362.0794,1994027.1275,PC 459 Burglary,
2008-0028580,Central,Fruitrdige Vista,5/25/2008 13:30,5/25/2008 13:45,5/25/2008 13:53,3800 Block of 44th Ave,Sacramento,95824,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0028588,North Central,Arden Gardens,5/24/2008 22:00,5/25/2008 09:00,5/25/2008 14:15,2200 Block of Cottage Way,Sacramento,95825,6729734.5194,1981680.2365,PC 459 Burglary,
2008-0028586,North Central,Arden Terrace,5/25/2008 13:20,5/25/2008 13:25,5/25/2008 14:25,1800 Block of Watt Ave,Sacramento,95825,6737832.0808,1980395.0607,PC 242 Battery,
2008-0028584,Rancho Cordova,Rosemont Square,5/25/2008 14:30,1/1/0001 00:00,5/25/2008 14:40,9100 Block of Thilow Dr,Sacramento,95826,6744716.7779,1964789.3104,PC 488 Petty Theft,
2008-0028593,Northwest,North Highlands,5/25/2008 14:57,5/25/2008 16:00,5/25/2008 14:57,5700 Block of Watt Ave,North Highlands,95660,6737512.636,2006674.265,PC 496D(A) Poss Stolen Veh/Ves/Etc,
2008-0028482,North,Del Campo,5/24/2008 20:12,5/24/2008 20:12,5/25/2008 15:00,4700 Block of Manzanita Ave,Carmichael,95608,6754140.2775,1999137.8974,PC 666 Petty Theft W/Prior Jail Term For Specific Offenses,
2008-0028591,North Central,Bellview,5/25/2008 15:30,5/25/2008 15:40,5/25/2008 15:48,Red Robin Ln & Darwin St,Sacramento,95821,6728065.00017,1986424,PC 242 Battery,
2008-0028594,Rancho Cordova,White Rock,5/21/2008 15:40,5/25/2008 15:40,5/25/2008 15:50,Mills Tower Dr & Glenview Way,Rancho Cordova,95670,6762273.49992,1977303.24992,PC 242 Battery,
2008-0028592,Central,Larchmont,5/25/2008 15:55,5/25/2008 16:05,5/25/2008 16:05,Fleming Ave & Stockton Blvd,Sacramento,95828,6726224.00023,1939878.75017,PC 653.22(A) Loiter:Intent:Prostitution,
2008-0028589,Central,Florin Town,5/25/2008 14:43,5/25/2008 14:48,5/25/2008 16:13,7600 Block of Stockton Blvd,Sacramento,95823,6727258.95691,1937624.47748,PC 211 Robbery,
2008-0028596,Rancho Cordova,La Riviera East,5/25/2008 15:20,5/25/2008 15:50,5/25/2008 16:15,Stansberry Way & Whitewater Way,Sacramento,95826,6744100.99993,1969237.62482,PC 459 Burglary,
2008-0028603,North,Mercy San Juan,5/25/2008 16:10,5/25/2008 16:10,5/25/2008 16:15,5800 Block of Manzanita Ave,Carmichael,95608,6753717,2007104,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0028599,Northwest,Antelope,5/24/2008 06:00,5/24/2008 06:30,5/25/2008 16:50,7900 Block of Walerga Rd,Antelope,95843,6743616.4806,2021810.8739,PC 459 Burglary,
2008-0028587,Northwest,Antelope,5/15/2008 02:10,5/15/2008 02:10,5/25/2008 17:00,3200 Block of Center Court Ln,Antelope,95843,6736173.142,2024254.3953,PC 487 Grand Theft,
2008-0028814,North Central,Howe/Arden,5/26/2008 15:00,5/26/2008 15:15,5/25/2008 17:07,1400 Block of Gannon Dr,Sacramento,95825,6731686.6407,1977558.2816,PC 459 Burglary,
2008-0028602,North Central,Arden Gardens,5/24/2008 20:00,5/25/2008 10:00,5/25/2008 17:18,2300 Block of Arden Way,Sacramento,95825,6731009.97,1979630.1242,PC 459 Burglary,
2008-0028606,Central,past Florin Partnership,5/25/2008 17:20,5/25/2008 18:15,5/25/2008 17:20,6000 Block of Florin Rd,Sacramento,95823,6723889.39886,1942985.62505,PC 488 Petty Theft,
2008-0028608,Northwest,North Highlands,5/25/2008 17:40,5/25/2008 17:40,5/25/2008 17:40,Q St & 30th St,North Highlands,95660,6733844.99992,2016481.74954,PC 215(A) Carjacking,
2008-0028605,North Central,Howe/Arden,5/25/2008 17:30,5/25/2008 18:39,5/25/2008 17:44,2400 Block of Arden Way,Sacramento,95825,6731437.29785,1979448.92001,PC 243(D) Battery With Serious Bodily Injury (Punishment),
2008-0028607,Rancho Cordova,Rio Del Oro,5/25/2008 17:30,5/25/2008 17:55,5/25/2008 18:00,11200 Block of Sanders Dr,Rancho Cordova,95742,6772397.16809,1976138.8963,PC 459 Burglary,
