ActivityNumber,District,Neighborhood,OccurenceStartDate,OccurenceEndDate,ReportDate,OccurenceLocation,OccurenceCity,OccurenceZipCode,X_Coord,Y_Coord,PrimaryViolation,Injury
2008-0011892,Rancho Cordova,Cordova Meadows,2/26/2008 19:30,2/26/2008 19:30,3/1/2008 13:57,2000 Block of W La Loma Dr,Rancho Cordova,95670,6755998.58367,1975333.92552,PC 243(D) Battery With Serious Bodily Injury (Punishment),
2008-0011893,North Central,Fair Lake Village,3/1/2008 14:00,3/1/2008 14:05,3/1/2008 14:15,1200 Block of Howe Ave,Sacramento,95825,6729221.4736,1976485.8118,PC 211 Robbery,
2008-0011897,Rancho Cordova,Micron Park,3/1/2008 14:50,3/1/2008 14:53,3/1/2008 15:03,9600 Block of Micron Ave,Sacramento,95827,6751125.4308,1967620.2016,PC 211 Robbery,
2008-0011899,Central,past Florin Partnership,3/1/2008 14:49,3/1/2008 15:21,3/1/2008 15:21,4400 Block of Florin Rd,Sacramento,95823,6717680.79071,1942470.29791,PC 488 Petty Theft,
2008-0011900,Northwest,McClellan Park,3/1/2008 15:00,3/1/2008 15:21,3/1/2008 16:00,5700 Block of Dudley Blvd & James Way,Mcclellan,95652,6736531.99998798,2005909.49992612,PC 466 Possess/Etc Burglary Tools,
2008-0011903,Northwest,North Highlands,3/1/2008 00:00,3/1/2008 15:30,3/1/2008 16:00,4600 Block of Keema Ave,North Highlands,95660,0,0,PC 236 False Imprisionment,
2008-0011898,North,Pershing,2/29/2008 22:30,2/29/2008 22:32,3/1/2008 16:10,Garden Towne Way & Suede Hill Ct,Orangevale,95662,6787236.05533,2008865.51606,PC 594(B)(1) Vandalism ($400 Or More),
2008-0011904,North Central,Arcade Village,3/1/2008 14:20,3/1/2008 14:25,3/1/2008 16:15,3000 Block of Fairways Ct,Sacramento,95821,6738145.5223,1988544.2091,PC 243(E)(1) Battery:Spouse/Ex Spouse/Date/Etc,
2008-0011901,North Central,Arden Gardens,1/25/2008 12:00,2/16/2008 12:00,3/1/2008 16:16,1900 Block of Howe Ave,Sacramento,95825,6729110.8721,1981171.289,PC 459 Burglary,
2008-0011907,North,Mercy San Juan,2/29/2008 01:15,2/29/2008 01:30,3/1/2008 16:26,5600 Block of Manzanita Ave,Carmichael,95608,6753406.7089,2006261.711,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0011914,South,South Franklin,3/1/2008 16:30,3/1/2008 16:30,3/1/2008 16:30,12500 Block of Bruceville Rd,Elk Grove,95757,6726770.04602,1873406.44269,PC 242 Battery,
2008-0011905,Central,Florin Town,2/21/2008 07:00,3/1/2008 07:00,3/1/2008 16:36,8000 Block of Lorin Ave,Sacramento,95828,6730550.29077,1944040.67731,PC 459 Burglary,
2008-0011910,Central,Fruitridge/Pocket,3/1/2008 16:20,3/1/2008 16:25,3/1/2008 16:42,4300 Block of 23rd Ave,Sacramento,95820,6717248.65637,1956162.3941,PC 594(A) Vandalism,
2008-0011912,Rancho Cordova,Mather Business,3/1/2008 16:00,3/1/2008 16:30,3/1/2008 16:50,3500 Block of Mather Field Rd,Rancho Cordova,95670,0,0,PC 273A(B) Child Endangerment/Willful Cruelty to Child,
2008-0011911,North Central,Cottage Park,3/1/2008 15:00,3/1/2008 15:20,3/1/2008 17:00,3400 Block of El Camino Ave,Sacramento,95821,6737612.5138,1983514.7049,PC 488 Petty Theft,
2008-0011915,Central,past Florin Partnership,3/1/2008 14:10,3/1/2008 14:25,3/1/2008 17:27,Sky Pkwy & 65th St,Sacramento,95823,6723300.99991,1944496.75004,PC 242 Battery,
2008-0011919,North,Lincoln,3/1/2008 17:40,3/1/2008 17:45,3/1/2008 18:01,4000 Block of Manzanita Ave,Carmichael,95608,6753732.6708,1994860.7554,PC 488 Petty Theft,
2008-0011922,North Central,Howe/Arden,3/1/2008 18:15,3/1/2008 18:15,3/1/2008 18:15,1300 Block of Fulton Ave,Sacramento,95825,6732579.583,1976926.3637,PC 459 Burglary,
2008-0011920,North Central,Del Paso Manor,3/1/2008 18:24,3/1/2008 18:24,3/1/2008 18:24,2300 Block of Watt Ave,Sacramento,95825,6738652.5827,1983535.2538,PC 488 Petty Theft,
2008-0011918,Central,Florin Town,3/1/2008 18:15,3/1/2008 18:24,3/1/2008 18:30,7600 Block of Stockton Blvd,Sacramento,95823,6727258.95691,1937624.47748,PC 211 Robbery,
2008-0011926,North Central,Howe/Arden,2/19/2008 10:00,2/19/2008 14:00,3/1/2008 18:35,1400 Block of Bell St,Sacramento,95825,0,0,PC 243.4(A) Sexual Battery,
2008-0011923,Central,Florin Town,3/1/2008 18:45,3/1/2008 19:00,3/1/2008 19:00,7600 Block of Stockton Blvd,Sacramento,95823,6727258.95691,1937624.47748,PC 148(A)(1) Obstruct/Resist/Etc Public/Peace Officer/Emergency Med Tech,
2008-0011927,Central,Lemonhill,3/1/2008 19:00,3/1/2008 19:40,3/1/2008 19:40,6700 Block of Stockton Blvd,Sacramento,95823,6724193.24371,1945632.43628,PC 476 Make/Pass/Publish/Etc Fictitious Check/Bill/Note,
2008-0011928,Central,Vintage Park Churchill Downs,1/15/2008 17:00,2/29/2008 14:00,3/1/2008 19:45,8600 Block of Daimler Way,Sacramento,95828,6738040.7915,1931461.5097,PC 459 Burglary,
2008-0011931,North Central,Sierra Woodside,2/29/2008 23:00,3/1/2008 14:30,3/1/2008 20:07,600 Block of Howe Ave,Sacramento,95825,6729159.7404,1972273.4084,PC 487 Grand Theft,
2008-0011930,Rancho Cordova,Cordova Gardens,3/1/2008 20:25,3/1/2008 20:25,3/1/2008 20:25,10300 Block of Folsom Blvd,Rancho Cordova,95670,6759561.0662,1976679.0538,PC 496D(A) Poss Stolen Veh/Ves/Etc,
2008-0011906,Rancho Cordova,Mills Ranch,3/1/2008 16:00,3/1/2008 16:50,3/1/2008 20:30,Elmanto Dr & Ambassador Dr,Rancho Cordova,95670,6765493.99989,1987751.49978,PC 594(A) Vandalism,
2006-0043915,South,Courtland,6/19/2006 16:00,6/19/2006 17:17,3/1/2008 21:14,11800 Block of Washington Ave,Courtland,95615,6684583.02332,1881666.08569,VC 10851(A) VEHICLE THEFT,
2008-0012148,North,Del Campo,3/1/2008 21:15,3/1/2008 21:15,3/1/2008 21:15,6600 Block of Madison Ave,Carmichael,95608,6758834.6118,2004016.0484,PC 451(D) Arson:Property,
2008-0011933,North,Central Orangevale,3/1/2008 20:30,3/1/2008 20:50,3/1/2008 21:18,9100 Block of Greenback Ln,Orangevale,95662,0,0,PC 273.5(A) Inflict Corporal Injury On Spouse/Cohabitant,
2008-0011929,,,3/1/2008 19:55,3/1/2008 20:00,3/1/2008 22:10,Unknown,Unknown,,,,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0011938,Northwest,Maric College,3/1/2008 23:10,3/1/2008 23:15,3/1/2008 23:26,4900 Block of Harrison St,North Highlands,95660,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0011944,Rancho Cordova,Sunrise Industrial,3/2/2008 00:10,3/2/2008 00:10,3/2/2008 00:10,11300 Block of Folsom Blvd,Rancho Cordova,95742,6773024.04889,1985359.4881,PC 245(A)(2) Assault With Firearm On Person,
2008-0011946,North,American River,3/1/2008 22:00,3/1/2008 23:30,3/2/2008 00:15,4500 Block of Auburn Blvd,Sacramento,95841,6744750.9155,1999340.48,PC 496D(A) Poss Stolen Veh/Ves/Etc,
2008-0011948,Northwest,Foothill Farms NW,3/2/2008 00:42,3/2/2008 00:50,3/2/2008 00:55,4300 Block of Galbrath Dr,Sacramento,95842,6743709.124,2016239.8501,PC 273A(A) Willful Cruelty To Child/Gbi,
2008-0011952,North,Carmichael Park,3/2/2008 02:17,3/2/2008 02:17,3/2/2008 02:17,Marconi Ave & Garfield Ave,Carmichael,95608,6751158.5001,1987304.37479,HS 11377 Unlawful Poss Of Dangerous Drug,
2008-0011940,Central,Vintage Park Churchill Downs,2/29/2008 16:00,3/1/2008 16:00,3/2/2008 06:00,8500 Block of Cord Way,Sacramento,95828,6738291.52393,1931559.38312,PC 261.5 Unlawful Sexual Intercourse: Vict Under 18,
2008-0011993,North,Mercy San Juan,3/2/2008 05:30,3/2/2008 06:00,3/2/2008 06:03,6000 Block of Hilltop Dr,Carmichael,95608,6754883.4897,2007244.2157,PC 242 Battery,
2008-0012015,Rancho Cordova,Cordova Meadows,2/27/2008 12:10,3/2/2008 12:15,3/2/2008 06:57,Rod Beaudry Dr,Sacramento,95827,6755291.00007,1974647.99999,VC 23103(A) Reckless Driving:Highway,
2008-0012002,North Central,Arden Terrace,3/2/2008 07:00,3/2/2008 07:03,3/2/2008 07:08,2700 Block of Arden Way,Sacramento,95825,6733599.3947,1979614.9669,PC 459 Burglary,
2008-0012021,North,North Fair Oaks,3/2/2008 08:00,3/2/2008 08:33,3/2/2008 08:33,5000 Block of Sunrise Blvd,Fair Oaks,95628,6769592.7465,2002031.0822,PC 459 Burglary,
2008-0012028,Central,Bowling Green,3/1/2008 23:00,3/2/2008 09:00,3/2/2008 09:34,7000 Block of Bowling Dr,Sacramento,95823,6717978.9798,1943987.38391,PC 459 Burglary,
2008-0012024,North,Lake Natoma,3/1/2008 22:00,3/2/2008 09:30,3/2/2008 09:36,9600 Block of Lake Natoma Dr,Orangevale,95662,6791655.0884,2008437.8185,PC 594(B)(1) Vandalism ($400 Or More),
2008-0012025,North,Mercy San Juan,3/2/2008 12:01,3/2/2008 12:20,3/2/2008 09:38,5500 Block of Millburn St,Carmichael,95608,6757233.4775,2005263.8315,PC 459 Burglary,
2008-0012029,Northwest,Sacramento Airport,3/2/2008 10:50,3/2/2008 11:06,3/2/2008 11:06,6900 Block of Airport Blvd,Sacramento,95837,6678532.40776,2014617.33688,HS 11364 Possess Controlled Substance Paraphernalia,
2008-0012032,Central,Lemonhill,3/2/2008 09:40,3/2/2008 09:50,3/2/2008 11:16,5900 Block of Clover Manor Way,Sacramento,95824,6719907.09039,1951288.2533,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0012030,Central,Florin Town,3/2/2008 11:24,3/2/2008 11:24,3/2/2008 11:24,7900 Block of Orchard Woods Cir,Sacramento,95828,6729820.052,1936650.16931,PC 488 Petty Theft,
2008-0012031,Rancho Cordova,South White Rock,3/1/2008 00:30,3/1/2008 01:00,3/2/2008 11:24,3600 Block of Data Dr,Rancho Cordova,95670,6762711.8503,1972902.1672,PC 417(A)(2) Exhibit Firearm,
2008-0012035,North,Carmichael Park,3/1/2008 10:00,3/2/2008 07:30,3/2/2008 12:19,4900 Block of Marconi Ave,Carmichael,95608,0,0,PC 288A(A) Oral Copulation,
2008-0012036,North Central,Parkwoods,3/2/2008 13:30,3/2/2008 14:25,3/2/2008 13:34,Marconi Ave & Eastern Ave,Sacramento,95821,6743236.99993,1987365.37498,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0012037,North,Carmichael Park,3/2/2008 13:38,3/2/2008 13:38,3/2/2008 13:38,5300 Block of Marconi Ave,Carmichael,95608,6749926.6115,1987655.3907,PC 488 Petty Theft,
2008-0012039,Rancho Cordova,White Rock,3/2/2008 12:15,3/2/2008 13:45,3/2/2008 13:53,11000 Block of Olson Dr,Rancho Cordova,95670,6766843.8873,1980186.3633,PC 211 Robbery,
2008-0012043,Northwest,Foothill Farms NW,3/1/2008 05:00,3/1/2008 05:30,3/2/2008 14:11,4100 Block of Palm Ave,Sacramento,95842,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0012042,North,Carmichael Park,3/1/2008 18:00,3/2/2008 14:24,3/2/2008 14:24,5300 Block of Marconi Ave,Carmichael,95608,6750114.7969,1987653.7621,PC 488 Petty Theft,
2008-0012136,Central,Franklin Boulevard,3/2/2008 13:50,3/2/2008 13:57,3/2/2008 14:30,4100 Block of 49th Ave,Sacramento,95823,6716516.02692,1946416.94489,PC 594(A) Vandalism,
2008-0012045,South,Wilton,3/2/2008 07:00,3/2/2008 13:00,3/2/2008 14:40,9800 Block of Stablegate Rd,Wilton,95693,6794392.2373,1911079.23248,PC 459 Burglary,
2008-0006292,Northwest,Maric College,1/22/2008 04:47,1/22/2008 04:47,3/2/2008 15:52,Myrtle Ave & Polk St,North Highlands,95660,6739210.49983,2000625.99989,PC 451(D) Arson:Property,
2008-0012052,Rancho Cordova,Cordova Gardens,3/2/2008 16:40,3/2/2008 16:42,3/2/2008 16:45,2700 Block of Dawes St,Rancho Cordova,95670,6759218.4718,1976730.8791,PC 211 Robbery,
2008-0012050,North Central,Bellview,3/2/2008 16:11,3/2/2008 16:11,3/2/2008 16:49,Red Robin Ln & Howe Ave,Sacramento,95821,6728734.50008,1986433.75002,HS 11377(A) Possession Of Controlled Substance,
2008-0012059,North Central,Arden Park,3/2/2008 17:00,3/2/2008 17:20,3/2/2008 17:00,4200 Block of Arden Way,Sacramento,95864,6743067.75014,1979337.43718,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0012060,Central,Fruitridge/Pocket,3/2/2008 18:18,3/2/2008 18:19,3/2/2008 18:20,42nd St & 18th Ave,Sacramento,95823,6716769.00016,1957396.62487,VC 2800.2(A) Evade Peace Officer With Wanton Disregard For Safety,
2008-0012067,North Central,Hillcrest,3/2/2008 16:45,3/2/2008 19:00,3/2/2008 19:15,3500 Block of Norris Ave,Sacramento,95821,6741794.9728,1991550.0704,PC 459 Burglary,
2008-0012016,Rancho Cordova,South White Rock,3/2/2008 07:13,3/2/2008 07:13,3/2/2008 19:20,10500 Block of White Rock Rd,Rancho Cordova,95670,6762737.8054,1975232.4622,PC 594(A) Vandalism,
2008-0012066,North,Carmichael Park,3/2/2008 19:28,3/2/2008 19:28,3/2/2008 19:28,3300 Block of Mccowan Way,Carmichael,95608,6747246.1002,1990255.9912,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0012075,,,3/2/2008 19:39,3/2/2008 20:24,3/2/2008 19:39,North Bayou & Garden Highway,Sacramento,,0,0,VC 23152(A) Dui Alcohol/Drugs,
2008-0012073,North,Central Orangevale,3/2/2008 20:17,3/2/2008 20:38,3/2/2008 20:38,8700 Block of Greenback Ln,Orangevale,95662,6780401.5068,2010104.1797,PC 666 Petty Theft W/Prior Jail Term For Specific Offenses,
2008-0012080,Northwest,North Highlands,3/2/2008 21:00,3/2/2008 21:00,3/2/2008 21:00,4100 Block of Galbrath Dr,North Highlands,95660,6741725.9925,2016448.6468,PC 594(A) Vandalism,
2008-0012076,North Central,Howe/Arden,3/2/2008 21:03,3/2/2008 21:03,3/2/2008 21:09,1600 Block of Fulton Ave,Sacramento,95825,6732585.059,1979034.0955,PC 459 Burglary,
2008-0012074,North,Mercy San Juan,3/2/2008 19:54,3/2/2008 21:10,3/2/2008 21:10,5500 Block of Keoncrest Cir,Sacramento,95841,6751548.6599,2007480.8365,PC 455 Attempt/Aid/Counsel/Procure Arson,
2008-0012082,North Central,Bohemian Village,3/2/2008 21:25,3/2/2008 21:30,3/2/2008 21:30,Yellowstone Ln & Wright St,Sacramento,95821,6731355.00005,1988871.87508,HS 11350 Poss Narcotic Cntl Sub,
2008-0012081,North,American River,3/2/2008 20:30,3/2/2008 20:35,3/2/2008 21:38,4900 Block of Ferigo Ln,Sacramento,95841,6746718.60196,2000779.12998,PC 242 Battery,
2008-0012084,North,North Fair Oaks,3/2/2008 22:00,3/2/2008 22:05,3/2/2008 22:22,5300 Block of Primrose Dr,Fair Oaks,95628,6767956.6045,2004105.7841,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0012069,Rancho Cordova,Gold River,2/7/2008 13:00,3/2/2008 13:00,3/2/2008 22:30,11300 Block of Gold Country Blvd,Rancho Cordova,95670,6773016.76031,1992540.37549,PC 459 Burglary,
2008-0012086,Central,Lemonhill,3/2/2008 13:00,3/2/2008 20:00,3/2/2008 22:35,5200 Block of Gordon Dr,Sacramento,95824,6721006.401,1952008.4563,PC 459 Burglary,
2008-0012091,North,American River,3/2/2008 23:48,3/2/2008 23:48,3/2/2008 23:48,Madison Ave & Date Ave,Sacramento,95841,6745796.50022,2003175.4998,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0012093,North,Mercy San Juan,3/3/2008 00:00,3/3/2008 00:05,3/3/2008 00:00,5700 Block of Auburn Blvd,Sacramento,95841,6752183.8907,2006961.0857,HS 11351.5 Possess/Purchase Cocaine Base For Sale,
2008-0012095,North,Foothill Farms NE,3/2/2008 22:00,3/3/2008 00:22,3/3/2008 00:27,5400 Block of Palm Ave,Sacramento,95841,6750313.27983,2005786.15342,PC 273.6 VIOLATION OF PROTECTION ORDER,
2008-0012094,North,Foothill Farms NE,3/3/2008 00:11,3/3/2008 00:30,3/3/2008 01:00,Madison Ave & Garfield Ave,Sacramento,95841,6750899.49978,2003135.75016,PC 496D(A) Poss Stolen Veh/Ves/Etc,
2008-0012109,Northwest,Maric College,3/3/2008 01:22,3/3/2008 01:24,3/3/2008 01:22,Harrison St & Myrtle Ave,North Highlands,95660,6741850.49983,2000594.12533,HS 11350 Poss Narcotic Cntl Sub,
2008-0012118,Rancho Cordova,Sunrise Industrial,3/3/2008 02:18,3/3/2008 02:18,3/3/2008 02:18,11300 Block of Sunrise Park Dr,Rancho Cordova,95742,6773722.88269,1978750.8761,HS 11377 Unlawful Poss Of Dangerous Drug,
2008-0012089,North,Central Orangevale,3/2/2008 20:00,3/2/2008 20:00,3/3/2008 02:30,Greenback Ln & Hazel Ave,Orangevale,95662,6782716.84381,2009857.23446,PC 242 Battery,
2008-0012130,Central,Lemonhill,3/3/2008 02:55,3/3/2008 03:00,3/3/2008 03:06,Sampson Blvd & 37th Ave,Sacramento,95824,6719307.49975,1951529.74999,PC 211 Robbery,
2008-0012132,North Central,Arden Gardens,3/3/2008 04:23,3/3/2008 04:26,3/3/2008 04:22,1800 Block of Ethan Way,Sacramento,95825,6727467,1980384.25,VC 2800.2(A) Evade Peace Officer With Wanton Disregard For Safety,
2008-0012137,North Central,Arden Manor,3/3/2008 05:30,3/3/2008 05:40,3/3/2008 06:00,1100 Block of Evelyn Ln,Sacramento,95864,6733581.7888,1975892.8629,PC 459 Burglary,
2008-0012149,North,Five Points,3/3/2008 00:00,3/3/2008 06:00,3/3/2008 07:12,1500 Block of Menlo Ave,Carmichael,95608,6747430.9192,1978177.6388,PC 594(B)(1) Vandalism ($400 Or More),
2008-0012308,North,Del Campo,3/3/2008 17:45,3/3/2008 17:45,3/3/2008 07:13,5100 Block of Garfield Ave,Sacramento,95841,6750994.7587,2002715.9027,HS 11357(C) Possess Marijuana Over 28.5 Grams,
2008-0012151,North,North Fair Oaks,3/3/2008 04:00,3/3/2008 06:00,3/3/2008 07:54,5000 Block of Osgood Way,Fair Oaks,95628,6774443.7876,2002260.5782,PC 487 Grand Theft,
2008-0012152,Rancho Cordova,Sunrise Industrial,3/2/2008 17:00,3/3/2008 07:15,3/3/2008 08:00,12200 Block of Folsom Blvd,Rancho Cordova,95742,6784726.10541,1991701.9491,PC 459 Vehicle-Burglary,
2008-0012156,Northwest,Elverta,3/3/2008 03:00,3/3/2008 09:00,3/3/2008 08:00,7700 Block of Rio Linda Blvd,Elverta,95626,6715697.3877,2020151.9515,PC 245(A)(2) Assault With Firearm On Person,
2008-0012159,Central,Florin Town,3/2/2008 00:00,3/3/2008 08:00,3/3/2008 08:00,Pritchard Rd,Sacramento,,6733508.75007,1942301.50012,PC 594(A) Vandalism,
2008-0012157,North Central,Cottage Park,2/29/2008 17:30,3/3/2008 08:00,3/3/2008 08:36,2200 Block of Watt Ave,Sacramento,95825,6737678.0699,1982642.1631,PC 459 Burglary,
2008-0012155,Rancho Cordova,Rosemont Park,3/3/2008 02:00,3/3/2008 03:00,3/3/2008 08:38,3900 Block of Millican Ct,Sacramento,95826,6748082.6938,1962131.9688,PC 459 Burglary,
2008-0012158,South,Franklin,2/29/2008 16:00,3/3/2008 06:45,3/3/2008 08:41,10200 Block of Franklin Blvd,Elk Grove,95757,6718532.71252,1902916.49969,PC 459 Burglary,
2008-0012161,North,Old Fair Oaks,3/2/2008 22:00,3/3/2008 06:00,3/3/2008 09:00,8100 Block of Toyon Ave,Fair Oaks,95628,6772794.54419,1997312.89789,PC 487 Grand Theft,
2008-0012171,Central,Vintage Park Churchill Downs,3/2/2008 20:00,3/3/2008 07:00,3/3/2008 09:00,9000 Block of Calvine Rd,Sacramento,95829,6743978.93658,1927644.10632,PC 459 Burglary,
2008-0012179,North Central,Del Paso Manor,2/29/2008 16:00,3/3/2008 07:30,3/3/2008 09:00,2700 Block of Watt Ave,Sacramento,95821,6738532.1288,1986448.5037,PC 594(B)(1) Vandalism ($400 Or More),
2008-0012162,North,Lincoln,3/1/2008 16:00,3/2/2008 07:00,3/3/2008 09:05,4200 Block of Rio Monte Ct,Carmichael,95608,6759692.3036,1996536.2741,PC 487 Grand Theft,
2008-0009748,Outside Co,OA,2/19/2008 09:10,3/3/2008 09:10,3/3/2008 09:10,100 Block of 6th St,WEST SACRAMENTO,,6761599.70789,1855237.76129,PC 503 Embezzlement,
2008-0012188,Central,Fruitrdige Vista,3/3/2008 08:50,3/3/2008 09:11,3/3/2008 09:11,5600 Block of Odea Dr,Sacramento,95824,6717038.3941,1952857.46307,PC 242 Battery,
2008-0012199,Rancho Cordova,White Rock,3/3/2008 09:18,3/3/2008 09:25,3/3/2008 09:18,Mills Station Rd & Dain Ct,Rancho Cordova,95670,6759541.99988,1975441.24979,VC 10851(A) Take Vehicle Without Owner`S Consent,
2008-0012189,North,Pershing,2/18/2008 16:00,3/1/2008 11:30,3/3/2008 09:20,9000 Block of Westeria Way,Orangevale,95662,6784877.0681,2009235.7341,PC 487 Grand Theft,
2008-0012163,North,Southeast Fair Oaks,2/29/2008 23:30,3/1/2008 06:30,3/3/2008 09:20,8800 Block of Bold Ruler Way,Fair Oaks,95628,6782298.5636,1996218.77753,PC 487 Grand Theft,
2008-0012168,North,Del Campo,2/29/2008 16:00,3/3/2008 07:30,3/3/2008 09:28,6600 Block of Madison Ave,Carmichael,95608,6758834.6118,2004016.0484,PC 459 Burglary,
2008-0012169,Northwest,Antelope,3/1/2008 21:00,3/2/2008 07:00,3/3/2008 09:30,4000 Block of Navaho Dr,Antelope,95843,6737746.4274,2022055.726,PC 594(A) Vandalism,
2008-0012175,Central,Florin Town,2/22/2008 13:24,3/1/2008 11:00,3/3/2008 09:30,6700 Block of Harms Way,Sacramento,95823,6721566.6377,1945873.02588,PC 532(A) Obtain Money/Etc By False Pretenses [Over $400],
2008-0012177,North,Lincoln,3/2/2008 15:00,3/2/2008 15:00,3/3/2008 09:30,6000 Block of Winding Way,Carmichael,95608,6754820.7481,1998786.9485,PC 594(A) Vandalism,
2008-0012192,South,,2/20/2008 09:00,3/3/2008 09:32,3/3/2008 09:32,Twin Cities Rd & Snodgrass Slough,Walnut Grove,95678,0,0,PC 487 Grand Theft,
2008-0012182,North Central,Bohemian Village,3/2/2008 18:00,3/3/2008 09:30,3/3/2008 09:39,2500 Block of Edison Ave,Sacramento,95821,6732352.0593,1990311.8696,PC 594(A)(1) Vandalism:Deface Property,
