ActivityNumber,District,Neighborhood,OccurenceStartDate,OccurenceEndDate,ReportDate,OccurenceLocation,OccurenceCity,OccurenceZipCode,X_Coord,Y_Coord,PrimaryViolation,Injury
2008-0058511,North Central,Del Paso Manor,11/1/2008 01:58,11/1/2008 02:00,11/1/2008 01:58,2600 Block of Watt Ave,Sacramento,95821,6738296.7382,1985521.8363,PC 211 Robbery,
2008-0058512,North,North Fair Oaks,11/1/2008 01:55,11/1/2008 02:05,11/1/2008 02:22,4900 Block of San Juan Ave,Fair Oaks,95628,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0058521,Northwest,Maric College,11/1/2008 04:10,11/1/2008 05:10,11/1/2008 04:14,5100 Block of Hillsdale Blvd,Sacramento,95842,6742815.5447,2002712.3887,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0058500,Rancho Cordova,La Riviera East,11/1/2008 00:10,11/1/2008 00:12,11/1/2008 05:00,2200 Block of Rogue River Dr,Sacramento,95826,6744409.8968,1969541.2004,PC 187(A) Murder,
2008-0058527,Northwest,Foothill Farms NW,11/1/2008 04:55,11/1/2008 04:55,11/1/2008 05:04,4300 Block of Madison Ave,Sacramento,95842,6743517.8593,2003343.0953,PC 459 Burglary,
2008-0058529,Rancho Cordova,Cordova Meadows,11/1/2008 05:00,1/1/0001 00:00,11/1/2008 05:31,10100 Block of Malaga Way & La Verta Ct,Rancho Cordova,95670,6757709.5001677,1976385.50015463,VC 20002(A) Hit And Run,
2008-0058539,North Central,Arden Gardens,11/1/2008 05:55,11/1/2008 05:58,11/1/2008 06:00,2300 Block of Arden Way,Sacramento,95825,6730105.5,1979481.5,PC 459 Burglary,
2008-0058543,Rancho Cordova,Rosemont Square,11/1/2008 04:00,11/1/2008 04:10,11/1/2008 06:15,3000 Block of Caribou Ct,Sacramento,95826,6747229.0062,1966534.7585,PC 242 Battery,
2008-0058556,Rancho Cordova,Sunrise Industrial,11/1/2008 07:30,11/1/2008 07:40,11/1/2008 08:05,11200 Block of Point East Dr,Rancho Cordova,95742,6771233.87323,1984257.06329,PC 459 Burglary,
2008-0058562,Central,Florin Town,10/26/2008 20:00,10/27/2008 06:00,11/1/2008 08:27,7200 Block of Florin Mall Dr,Sacramento,95823,6723762.81787,1941865.89752,PC 288(A) Lewd Or Lascivious Acts W/Child Under 14 Years,
2008-0058557,North Central,Arden Oaks,11/1/2008 08:29,11/1/2008 08:29,11/1/2008 08:33,3500 Block of Arden Way,Sacramento,95864,6738400.5066,1979479.6039,PC 459 Burglary,
2008-0058558,Rancho Cordova,Cordova Lane,11/1/2008 08:31,11/1/2008 08:49,11/1/2008 08:49,2400 Block of Cordova Ln,Rancho Cordova,95670,6764752.8183,1983002.5936,VC 10851(A) Take Vehicle Without Owner's Consent  (LIC 4KDT039),
2008-0058563,North Central,Garden of Gods,10/31/2008 22:00,11/1/2008 08:00,11/1/2008 10:05,4300 Block of Morpheus Ln,Sacramento,95864,6744059.3086,1981045.9749,PC 459 Burglary,
2008-0058569,Rancho Cordova,Prospect Park,10/31/2008 16:12,11/1/2008 10:41,11/1/2008 10:41,10700 Block of Gold Center Dr,Rancho Cordova,95670,6765729.486,1977235.1649,PC 484G Thft:Use Access Card Data,
2008-0058564,North,American River,11/1/2008 10:43,11/1/2008 10:43,11/1/2008 10:43,4600 Block of Ashdale Ct,Sacramento,95841,6745626.1464,2001047.7151,PC 459 Burglary,
2008-0058583,Rancho Cordova,South White Rock,11/1/2008 10:00,11/1/2008 11:00,11/1/2008 11:13,Rockingham Dr & Chettenham Dr,Rancho Cordova,95670,6761591.99976,1972257.24978,PC 245(A)(2) Assault With Firearm On Person,
2008-0058567,Rancho Cordova,Micron Park,11/1/2008 11:15,11/1/2008 11:30,11/1/2008 11:30,Folsom Blvd & La Riviera Dr,Sacramento,95826,6745152.49945,1966968.50021,PC 602(K) Trespass:Injure Property,
2008-0058566,Rancho Cordova,Lincoln Village,11/1/2008 11:45,11/1/2008 11:45,11/1/2008 11:45,3400 Block of Bradshaw Rd,Sacramento,95827,6751615.9636,1967099.9278,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0058572,Rancho Cordova,Cordova Vineyards,11/1/2008 02:00,11/1/2008 09:00,11/1/2008 12:30,10400 Block of Investment Cir,Rancho Cordova,95670,6761700.08865,1977850.83487,PC 594(B)(4) Vandalism Damage Less Than $1000,
2008-0058591,South,South Franklin,11/1/2008 12:30,11/1/2008 12:30,11/1/2008 12:30,12500 Block of Bruceville Rd,Elk Grove,95757,6726770.04602,1873406.44269,HS 11550 Under Influence Cntl Sub,
2008-0058579,,,10/31/2008 22:00,11/1/2008 03:30,11/1/2008 12:52,Oakenshaw Way,Orangevale,95662,0,0,PC 288(A) Lewd Or Lascivious Acts W/Child Under 14 Years,
2008-0058576,North Central,Fair Lake Village,10/31/2008 22:00,11/1/2008 01:00,11/1/2008 13:10,2300 Block of Imran Dr,Sacramento,95825,6730712.6673,1975022.1895,PC 459 Burglary,
2008-0058574,Rancho Cordova,Walnut Wood,11/1/2008 13:30,11/1/2008 13:40,11/1/2008 13:30,2200 Block of Vehicle Dr,Rancho Cordova,95670,6769143,1987446.875,PC 602(K) Trespass:Injure Property,
2008-0058582,Northwest,Sacramento Airport,11/1/2008 14:00,11/1/2008 14:00,11/1/2008 14:00,Aviation/Crossfield,Sacramento,95837,6679365.50009,2009450.50012,PC 3056 Violation Parole,
2008-0058580,Central,past Florin Partnership,11/1/2008 13:50,11/1/2008 14:05,11/1/2008 14:08,4400 Block of Florin Rd,Sacramento,95823,6717680.79071,1942470.29791,PC 488 Petty Theft,
2008-0058581,Northwest,Antelope,11/1/2008 13:50,11/1/2008 13:59,11/1/2008 14:15,5800 Block of Antelope Rd,Sacramento,95842,6752666.7044,2018990.8843,PC 459 Burglary,
2008-0058586,North,Gold River,11/1/2008 13:00,11/1/2008 14:30,11/1/2008 15:00,0 Block of Sunrise Blvd & American River Bike Trl,Rancho Cordova,95670,6770551.87329966,1993175.34004226,PC 459 Burglary,
2008-0058584,Rancho Cordova,Cordova Meadows,11/1/2008 14:25,11/1/2008 15:00,11/1/2008 15:00,2600 Block of Capitales Dr,Rancho Cordova,95670,6756395.2171,1975898.5295,VC 10851(A) Take Vehicle Without Owner's Consent  (LIC 3MRN651),
2008-0058588,North,Foothill Farms NE,11/1/2008 15:23,11/1/2008 15:26,11/1/2008 15:26,5400 Block of Auburn Blvd,Sacramento,95841,6750788.3626,2005620.1396,PC 211 Robbery,
2008-0058592,Northwest,Foothill Farms NW,11/1/2008 00:00,11/1/2008 11:00,11/1/2008 15:52,4800 Block of Vogelsang Dr,Sacramento,95842,6746202.0981,2009540.2268,PC 594(A) Vandalism,
2008-0058593,North Central,Cottage Park,11/1/2008 13:30,11/1/2008 15:30,11/1/2008 15:53,3000 Block of El Prado Way,Sacramento,95825,6735112.8235,1983221.1137,PC 487(A) Grand Theft:Money/Labor/Property Over $400,
2008-0058594,Central,Fruitrdige Vista,11/1/2008 14:25,11/1/2008 14:30,11/1/2008 16:07,41st Ave & Franklin Blvd,Sacramento,95824,6713582.99977,1950094.37437,PC 488 Petty Theft,
2008-0058596,Rancho Cordova,Sunridge,11/1/2008 00:05,11/1/2008 01:00,11/1/2008 16:09,12300 Block of Pawcatuck Way,Rancho Cordova,95742,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0058595,North Central,Howe/Arden,11/1/2008 16:24,11/1/2008 16:24,11/1/2008 16:39,1400 Block of Howe Ave,Sacramento,95825,6729009.1803,1977642.0442,PC 459 Burglary,
2008-0058599,North,Central Orangevale,11/1/2008 04:00,11/1/2008 04:45,11/1/2008 17:11,6100 Block of Palmaya Ln,Orangevale,95662,6786004.0351,2010257.4124,PC 243(D) Battery With Serious Bodily Injury (Punishment),
2008-0058600,Northwest,Antelope,11/1/2008 17:05,11/1/2008 18:05,11/1/2008 18:05,5800 Block of Antelope Rd,Sacramento,95842,6752666.7044,2018990.8843,PC 488 Petty Theft,
2008-0058601,Northwest,Antelope,11/1/2008 17:30,11/1/2008 18:34,11/1/2008 18:40,5800 Block of Antelope Rd,Sacramento,95842,6752666.7044,2018990.8843,PC 666 Petty Theft W/Prior Jail Term For Specific Offenses,
2008-0058602,Rancho Cordova,Folsom Estates,11/1/2008 19:13,11/1/2008 19:15,11/1/2008 19:15,8900 Block of Folsom Blvd,Sacramento,95826,6741194.0327,1964559.529,PC 211 Robbery,
2008-0058604,Rancho Cordova,Micron Park,11/1/2008 20:00,11/1/2008 20:05,11/1/2008 20:10,3300 Block of Bradshaw Rd,Sacramento,95827,6751340.5567,1967649.1189,PC 488 Petty Theft,
2008-0058577,North Central,,11/1/2008 12:00,11/1/2008 12:45,11/1/2008 20:30,Tarshes & San Marino,,,0,0,PC 459 Burglary,
2008-0058608,Central,Fruitrdige Vista,11/1/2008 20:08,11/1/2008 20:15,11/1/2008 20:32,5600 Block of Odea Dr,Sacramento,95824,6717038.45581,1952923.8327,HS 11377 Unlawful Poss Of Dangerous Drug,
2008-0058603,Rancho Cordova,White Rock,11/1/2008 18:30,11/1/2008 18:35,11/1/2008 21:00,10800 Block of Olson Dr,Rancho Cordova,95670,6765785.4482,1979852.1161,PC 242 Battery,
2008-0058607,North Central,Arden Park,11/1/2008 20:50,11/1/2008 22:30,11/1/2008 21:00,Parkfair Dr & Fair Oaks Blvd,Sacramento,95864,6738518.9998,1971639.00005,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0058613,North,Lincoln,11/1/2008 21:19,11/1/2008 21:19,11/1/2008 21:20,Manzanita Ave & Cypress Ave,Carmichael,95608,6753617.0002,1995195.50004,"VC 21650 Right Half Of Roadway, Failure To Drive On",
2008-0058610,Northwest,Maric College,11/1/2008 21:00,11/1/2008 21:30,11/1/2008 21:30,4700 Block of Watt Ave,North Highlands,95660,6738050.3999,1999676.0253,PC 529 False Personation:Spec Circ,
2008-0058611,North,Foothill Farms NE,11/1/2008 22:18,11/1/2008 22:58,11/1/2008 22:30,4900 Block of Buffwood Way,Sacramento,95841,6747368.2866,2006188.2646,PC 594(A) Vandalism,
2008-0058612,North Central,Cottage Park,11/1/2008 19:38,11/1/2008 20:15,11/1/2008 23:45,Butano Dr & Cottage Way,Sacramento,95825,6736829.99986,1982089.75002,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0058684,Central,Florin Town,11/1/2008 00:00,11/2/2008 12:00,11/2/2008 00:00,7800 Block of Whispering Palms Dr,Sacramento,95823,6726429.46173,1937144.75153,PC 459 Burglary,
2008-0058299,North Central,Bohemian Village,10/30/2008 19:45,10/30/2008 20:00,11/2/2008 00:10,3000 Block of Bell St,Sacramento,95821,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0058629,Central,Fruitrdige Vista,11/2/2008 00:34,11/2/2008 00:36,11/2/2008 00:34,4000 Block of 41st Ave,Sacramento,95824,6715983.86157,1950187.49652,PC 148(A)(1) Obstruct/Resist/Etc Public/Peace Officer/Emergency Med Tech,
2008-0057111,North Central,Arden Gardens,9/8/2008 09:00,9/22/2008 12:00,11/2/2008 01:17,1800 Block of Fulton Ave,Sacramento,95825,6732615.1298,1980345.1392,PC 503 Embezzlement,
2008-0058643,North Central,Sierra Oaks,11/2/2008 01:20,11/2/2008 01:20,11/2/2008 01:20,3400 Block of Fair Oaks Blvd,Sacramento,95864,6737922.9645,1971302.4205,HS 11377(A) Possession Of Controlled Substance,
2008-0058637,North,Del Campo,11/2/2008 01:17,11/2/2008 01:33,11/2/2008 01:35,6100 Block of Rutland Dr,Carmichael,95608,6755300.0546,2003252.1342,PC 459 Burglary,
2008-0058655,Central,Florin Town,11/2/2008 02:00,11/2/2008 02:30,11/2/2008 02:44,7700 Block of La Fiesta Way,Sacramento,95828,6729317.65509,1935389.85107,PC 273.5(A) Inflict Corporal Injury On Spouse/Cohabitant,
2008-0057337,North,Carmichael Park,10/25/2008 04:20,10/25/2008 04:21,11/2/2008 03:00,2800 Block of Westwood Ln,Carmichael,95608,6747669.16885,1987139.20798,PC 594(A) Vandalism,
2008-0058614,Northwest,North Highlands,11/1/2008 22:30,11/1/2008 22:40,11/2/2008 05:20,4400 Block of Elkhorn Blvd,Sacramento,95842,6743712.1648,2015025.0272,PC 246 Shoot At Inhabited Dwelling/Vehicle/Etc,
2008-0058666,Northwest,Foothill Farms NW,11/2/2008 03:55,11/2/2008 04:00,11/2/2008 06:10,5300 Block of Elkhorn Blvd,Sacramento,95842,6749859.0259,2012844.0424,PC 594(A) Vandalism,
2008-0058673,Rancho Cordova,Walnut Wood,11/2/2008 02:30,11/2/2008 06:30,11/2/2008 06:30,2300 Block of Pinturo Way,Rancho Cordova,95670,6766300.6893,1984295.757,PC 459 Burglary,
2008-0058668,Rancho Cordova,Rosemont Downs,11/2/2008 04:00,11/2/2008 07:00,11/2/2008 07:15,9200 Block of Firgrove Ct,Sacramento,95826,6745914.2361,1960681.9487,PC 594(A) Vandalism,
2008-0058331,North,Old Fair Oaks,10/31/2008 02:41,10/31/2008 02:53,11/2/2008 08:05,9800 Block of Fair Oaks Blvd,Fair Oaks,95628,6768609.6383,1995188.5001,PC 211 Robbery,
2008-0058670,North,North Fair Oaks,11/1/2008 21:30,11/2/2008 08:00,11/2/2008 08:30,5100 Block of Romero Way,Fair Oaks,95628,6767114.4103,2002513.3497,PC 487 Grand Theft,
2008-0058678,Rancho Cordova,Walnut Wood,11/1/2008 20:30,11/1/2008 22:00,11/2/2008 10:15,2200 Block of Zinfandel Dr,Rancho Cordova,95670,6766286.5489,1983982.2322,PC 602.5(A) Enter/Etc Noncommercial Dwelling,
2008-0058679,Central,Fruitridge/Pocket,11/2/2008 10:30,11/2/2008 10:30,11/2/2008 10:30,4300 Block of E Nichols Ave,Sacramento,95820,0,0,PC 273.5 Inflict Crpl Inj Sp/Cohab,
2008-0058681,Central,Lemonhill,11/2/2008 01:00,11/2/2008 01:20,11/2/2008 10:44,5900 Block of Dewey Blvd,Sacramento,95824,6719639.5545,1951152.54932,PC 246 Shoot At Inhabited Dwelling/Vehicle/Etc,
2008-0058677,North,Pershing,11/1/2008 21:00,11/2/2008 10:30,11/2/2008 10:58,9000 Block of Pershing Ave,Orangevale,95662,6784803.1526,2006915.0972,PC 459 Burglary,
2008-0058682,Rancho Cordova,South White Rock,11/1/2008 22:00,11/2/2008 08:00,11/2/2008 11:37,3600 Block of Data Dr,Rancho Cordova,95670,6762711.8503,1972902.1672,PC 594(A) Vandalism,
2008-0058687,Northwest,Foothill Farms NW,11/2/2008 12:51,11/2/2008 12:51,11/2/2008 13:13,4300 Block of Galbrath Dr,Sacramento,95842,6743709.124,2016239.8501,PC 211 Robbery,
2008-0058688,Northwest,Foothill Farms NW,11/2/2008 13:40,11/2/2008 13:45,11/2/2008 13:45,Roseville Rd & Palm Ave,Sacramento,95842,6740790.50009,2005862.75023,PC 496D(A) Poss Stolen Veh/Ves/Etc,
2008-0057830,Rancho Cordova,Rosemont Downs,9/2/2008 17:00,11/2/2008 14:00,11/2/2008 14:30,4200 Block of Rosefield Way,Sacramento,95826,6748007.5972,1959832.7239,PC 503 Embezzlement,
2008-0058689,Central,Fruitrdige Vista,11/1/2008 20:00,11/2/2008 07:00,11/2/2008 14:46,3900 Block of 39th Ave,Sacramento,95824,6715842.33539,1950683.87671,PC 488 Petty Theft,
2008-0058690,Northwest,Foothill Farms NW,11/2/2008 14:40,11/2/2008 14:43,11/2/2008 14:54,Monogram Dr & Bestow Way,Sacramento,95842,6746901.72032,2017592.88323,PC 12303.3 Use/Etc Explosive/Etc/Device W/Intent To Injure/Etc,
2008-0058692,North,Five Points,10/25/2008 15:15,10/25/2008 15:15,11/2/2008 15:37,1800 Block of Drew Ct,Carmichael,95608,6748848.9332,1980563.5077,PC 487 Grand Theft,
2008-0058696,Northwest,Maric College,11/2/2008 16:06,11/2/2008 16:06,11/2/2008 16:04,Myrtle Ave & Palomino Ln,North Highlands,95660,6738487.50002,2000634.62504,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0058695,Rancho Cordova,Lincoln Village,11/2/2008 14:40,11/2/2008 15:00,11/2/2008 16:16,3500 Block of Bradshaw Rd,Sacramento,95827,6751903.8834,1965839.5115,PC 488 Petty Theft,
2008-0060747,Northwest,Antelope,11/2/2008 16:00,11/2/2008 16:05,11/2/2008 16:34,Black Eagle Dr & Elverta Rd,Antelope,95843,6738159.50002,2024048.12497,PC 211 Robbery,
2008-0058704,Northwest,Antelope,11/2/2008 17:40,11/2/2008 17:45,11/2/2008 17:48,7700 Block of Black Sand Way,Antelope,95843,6745694.3233,2020721.0714,PC 243(E)(1) Battery:Spouse/Ex Spouse/Date/Etc,
2008-0058703,North,Foothill Farms NE,11/2/2008 18:00,11/2/2008 19:19,11/2/2008 18:12,5400 Block of Auburn Blvd,Sacramento,95841,6750871.3299,2006227.643,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0058706,North Central,Fair Lake Village,11/2/2008 18:50,11/2/2008 18:50,11/2/2008 18:45,Howe Ave & Enterprise Dr,Sacramento,95825,6728795.49976,1975059.25017,PC 12031(C) Street Gang Member With Loaded Firearm,
2008-0058712,North Central,Howe/Edison,11/2/2008 16:30,11/2/2008 17:00,11/2/2008 18:52,3300 Block of Auburn Blvd,Sacramento,95821,6737076.5594,1993838.1291,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0058709,Northwest,Antelope,11/2/2008 19:07,11/2/2008 19:07,11/2/2008 19:07,4100 Block of Elverta Rd,Antelope,95843,6742256.7617,2022940.8866,PC 488 Petty Theft,
2008-0058700,Northeast,Mercy San Juan,11/2/2008 16:00,11/2/2008 16:58,11/2/2008 19:16,5900 Block of Devecchi Ave,Citrus Heights,95621,6753415.9004,2008462.4308,PC 243(E)(1) Battery:Spouse/Ex Spouse/Date/Etc,
2008-0058711,North,Foothill Farms NE,11/2/2008 19:50,11/2/2008 19:50,11/2/2008 19:37,5400 Block of Garfield Ave,Sacramento,95841,6750863.1084,2004665.4016,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0058710,North,Mercy San Juan,11/2/2008 19:40,11/2/2008 19:44,11/2/2008 19:53,5900 Block of Devecchi Ave,Citrus Heights,95621,6753138.4478,2009044.7049,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0058714,Northwest,Maric College,11/2/2008 20:15,11/2/2008 20:36,11/2/2008 20:36,Longview Dr & Watt Ave,North Highlands,95660,6737816,1996291.875,PC 653.22(A) Loiter:Intent:Prostitution,
2008-0058720,North Central,Creekside,11/2/2008 21:00,11/2/2008 21:00,11/2/2008 21:00,2800 Block of Corabel Ln,Sacramento,95821,6734154.3878,1986871.5843,PC 211 Robbery,
2008-0058721,Northwest,Maric College,11/2/2008 20:00,11/2/2008 22:08,11/2/2008 22:08,Watt Ave & Myrtle Ave,North Highlands,95660,6737885.99986,2000641.87496,PC 653.22(A) Loiter:Intent:Prostitution,
2008-0058726,North,American River,11/2/2008 22:30,11/2/2008 22:35,11/2/2008 22:35,4900 Block of Little Oak Ln,Sacramento,95841,6747891.3533,2001615.2646,PC 459 Burglary,
2008-0058723,Rancho Cordova,Cordova Vineyards,11/2/2008 13:00,11/2/2008 22:15,11/2/2008 22:44,2500 Block of Augibi Way,Rancho Cordova,95670,6761937.8133,1979596.9528,PC 459 Burglary,
2008-0058725,Northwest,Foothill Farms NW,11/2/2008 22:40,11/2/2008 22:40,11/2/2008 22:46,4400 Block of Oakhollow Dr,Sacramento,95842,6743844.9139,2008889.379,PC 242 Battery,
2008-0058609,North Central,Howe/Arden,11/1/2008 20:00,11/1/2008 20:55,11/2/2008 23:15,1300 Block of Howe Ave,Sacramento,95825,6728965.4922,1977148.4494,"PC 537 Defrauding Innkeeper, Etc",
2008-0058728,North,Mercy San Juan,11/2/2008 23:30,11/2/2008 23:50,11/2/2008 23:36,6500 Block of Coyle Ave,Carmichael,95608,6757882.6225,2006518.7346,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0058729,Rancho Cordova,Cordova Vineyards,11/2/2008 23:10,11/2/2008 23:50,11/2/2008 23:50,10500 Block of Malvasia Dr,Rancho Cordova,95670,6762215.0336,1980519.727,PC 647(F) Disorderly Conduct:Public Intoxication,
2008-0058734,Rancho Cordova,Brookside,11/2/2008 23:49,10/2/2008 23:54,11/3/2008 00:05,9700 Block of Business Park Dr,Sacramento,95827,6753066.5199,1970438.844,PC 459 Burglary,
2008-0058747,Northwest,Maric College,11/3/2008 00:29,11/3/2008 00:29,11/3/2008 00:34,5100 Block of Interstate Ave,Sacramento,95842,6743744.4445,2002697.524,PC 245(A)(1) Force/Assault With A Deadly Weapon-Not Firearm:Gbi Likely,
2008-0058774,Northwest,Maric College,10/31/2008 17:00,11/3/2008 00:10,11/3/2008 02:43,4800 Block of Perina Way,North Highlands,95660,6740751.7686,2000135.522,PC 459 Burglary,
2008-0058777,North,East Fair Oaks,11/3/2008 01:25,11/3/2008 01:25,11/3/2008 05:00,8800 Block of Madison Ave,Fair Oaks,95628,6782245.5,2004526.25,PC 459 Burglary,
2008-0058789,North,Carmichael Park,11/3/2008 04:52,11/3/2008 05:00,11/3/2008 05:45,6300 Block of Fair Oaks Blvd,Carmichael,95608,6753343.1228,1987101.4245,PC 245(A)(2) Assault With Firearm On Person,
2008-0058669,Central,Lemonhill,8/27/2008 07:30,8/27/2008 17:53,11/3/2008 06:53,4900 Block of Morningstar Dr,Sacramento,95824,6719823.0426,1948989.12329,PC 451(D) Arson:Property,
2008-0058808,North,Mercy San Juan,8/27/2008 00:01,8/27/2008 23:59,11/3/2008 08:24,5500 Block of White Fir Way,Sacramento,95841,6751726.2102,2004521.4452,PC 459 Burglary,
2008-0058813,Central,Vintage Park Churchill Downs,11/3/2008 07:35,11/3/2008 07:50,11/3/2008 08:55,8700 Block of Brittany Park Dr,Sacramento,95828,6739157.05463,1931125.65289,PC 488 Petty Theft,
2008-0058811,Northwest,Rio Linda,11/3/2008 03:40,11/3/2008 04:00,11/3/2008 09:00,2700 Block of Q St,Rio Linda,95673,6732260.617,2016321.5372,PC 459 Burglary,
2008-0058815,North,Del Campo,10/28/2008 09:30,10/28/2008 17:30,11/3/2008 09:00,6200 Block of Meadowvista Dr,Carmichael,95608,6755787.4567,2002194.3475,PC 488 Petty Theft,
2008-0058814,Northwest,Foothill Farms NW,11/2/2008 16:00,11/3/2008 07:30,11/3/2008 09:05,6300 Block of Hillsdale Blvd,Sacramento,95842,6747542.273,2010517.2236,PC 459 Burglary,
2008-0058817,North,Lincoln,11/1/2008 00:20,11/1/2008 00:30,11/3/2008 09:15,5900 Block of Lincoln Hills Way,Carmichael,95608,6754308.6774,1996140.0712,PC 459 Burglary,
2008-0058820,Central,past Florin Partnership,11/2/2008 19:00,11/2/2008 20:00,11/3/2008 09:15,6900 Block of Stockton Blvd,Sacramento,95823,6724782.72992,1944101.9447,PC 459 Burglary,
2008-0058826,North,East Fair Oaks,10/31/2008 00:01,11/1/2008 23:59,11/3/2008 09:25,5000 Block of Gerhardt Pl,Fair Oaks,95628,6782680.6873,2002574.3552,PC 530.5(A) Obtain Credit/Etc:Use Others Id,
2008-0058806,North Central,Bohemian Village,10/31/2008 17:00,11/1/2008 09:00,11/3/2008 09:30,2200 Block of Auburn Blvd,Sacramento,95821,6729213.06197,1990049.33133,PC 459 Burglary,
2008-0058816,Central,Parkway Estates North,11/1/2008 19:00,11/2/2008 10:00,11/3/2008 09:35,7000 Block of Ursa Pkwy,Sacramento,95823,6719713.6944,1944264.9505,PC 487 Grand Theft,
2008-0058829,North,North Fair Oaks,10/31/2008 21:00,11/1/2008 08:45,11/3/2008 09:40,11400 Block of Fair Oaks Blvd,Fair Oaks,95628,6772459.7682,2002861.9374,PC 488 Petty Theft,
2008-0058822,North,Foothill Farms NE,11/3/2008 00:01,11/3/2008 08:50,11/3/2008 09:45,5000 Block of Madison Ave,Sacramento,95841,6747491.5389,2003521.0621,PC 487 Grand Theft,
2008-0058827,North,Five Points,10/29/2008 23:45,10/30/2008 21:00,11/3/2008 09:45,5400 Block of Bentley Way,Carmichael,95608,6750855.2849,1979901.1213,PC 488 Petty Theft,
2008-0058830,,,11/1/2008 01:30,11/1/2008 01:33,11/3/2008 09:45,9700 Block of Mayhew Rd,Sacramento,95827,,,PC 488 Petty Theft,
2008-0058818,Northwest,Maric College,10/31/2008 19:00,11/1/2008 09:50,11/3/2008 09:50,5000 Block of Valley Forge Ln,North Highlands,95660,6742586.7234,2001734.5344,PC 459 Burglary,
2008-0058823,North,Five Points,10/31/2008 00:01,11/3/2008 09:41,11/3/2008 09:51,5000 Block of Melvin Dr,Carmichael,95608,6748182.9927,1983922.8332,PC 530.5(A) Obtain Credit/Etc:Use Others Id,
2008-0058840,Central,Florin Town,11/1/2008 01:00,11/1/2008 01:15,11/3/2008 09:56,7900 Block of Windgate Ct,Sacramento,95828,6730815.7196,1933002.99109,PC 459 Burglary,
2008-0058834,Rancho Cordova,Walnut Wood,7/19/2008 10:46,8/21/2008 10:46,11/3/2008 10:00,11000 Block of Coloma Rd,Rancho Cordova,95670,6769396.7881,1987327.6573,PC 484G Thft:Use Access Card Data,
